[[(0,00) -1,98	23,00	21,02 (17,00)	4,63	3,53	0,00], [(0,00) -13,98	24,00	10,02 (0,00)	4,95	7,62	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	11,87	0,00]]
[[(0,00) -1,98	23,00	21,02 (16,00)	4,63	3,53	0,00], [(0,00) -12,98	24,00	11,02 (1,00)	4,90	7,66	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	11,91	0,00]]
[[(0,00) -1,98	23,00	21,02 (16,00)	4,63	3,53	0,00], [(0,00) -12,98	24,00	11,02 (0,00)	4,90	7,66	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	11,92	0,00]]
[[(0,00) -1,98	23,00	21,02 (16,00)	4,63	3,53	0,00], [(0,00) -12,98	24,00	11,02 (0,00)	4,90	7,66	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	11,92	0,00]]
[[(0,00) -1,98	23,00	21,02 (16,00)	4,63	3,53	0,00], [(0,00) -12,98	24,00	11,02 (0,00)	4,90	7,66	0,00], [(0,00) -6,98	23,00	16,02 (0,00)	4,70	11,15	0,00]]
[[(0,00) -1,98	23,00	21,02 (16,00)	4,63	3,53	0,00], [(0,00) -12,98	23,00	10,02 (0,00)	4,92	6,90	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	11,14	0,00]]
[[(0,00) -1,98	23,00	21,02 (15,00)	4,63	3,53	0,00], [(0,00) -11,98	24,00	12,02 (2,00)	4,85	7,69	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	11,94	0,00]]
[[(0,00) -1,98	23,00	21,02 (15,00)	4,63	3,53	0,00], [(0,00) -11,98	24,00	12,02 (1,00)	4,85	7,69	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	11,95	0,00]]
[[(0,00) -1,98	23,00	21,02 (15,00)	4,63	3,53	0,00], [(0,00) -11,98	24,00	12,02 (1,00)	4,85	7,69	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	11,95	0,00]]
[[(0,00) -1,98	23,00	21,02 (15,00)	4,63	3,53	0,00], [(0,00) -11,98	24,00	12,02 (1,00)	4,85	7,69	0,00], [(0,00) -6,98	23,00	16,02 (0,00)	4,70	11,19	0,00]]
[[(0,00) -1,98	23,00	21,02 (15,00)	4,63	3,53	0,00], [(0,00) -11,98	24,00	12,02 (0,00)	4,85	7,69	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	11,96	0,00]]
[[(0,00) -1,98	23,00	21,02 (15,00)	4,63	3,53	0,00], [(0,00) -11,98	24,00	12,02 (0,00)	4,85	7,69	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	11,96	0,00]]
[[(0,00) -1,98	23,00	21,02 (15,00)	4,63	3,53	0,00], [(0,00) -11,98	24,00	12,02 (0,00)	4,85	7,69	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	11,96	0,00]]
[[(0,00) -1,98	23,00	21,02 (15,00)	4,63	3,53	0,00], [(0,00) -11,98	24,00	12,02 (0,00)	4,85	7,69	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	11,20	0,00]]
[[(0,00) -1,98	23,00	21,02 (15,00)	4,63	3,53	0,00], [(0,00) -11,98	24,00	12,02 (0,00)	4,85	7,69	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	11,20	0,00]]
[[(0,00) -1,98	23,00	21,02 (15,00)	4,63	3,53	0,00], [(0,00) -11,98	24,00	12,02 (0,00)	4,85	7,69	0,00], [(0,00) -5,98	22,00	16,02 (0,00)	4,70	10,45	0,00]]
[[(0,00) -1,98	23,00	21,02 (15,00)	4,63	3,53	0,00], [(0,00) -11,98	23,00	11,02 (1,00)	4,87	6,93	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	11,18	0,00]]
[[(0,00) -1,98	23,00	21,02 (15,00)	4,63	3,53	0,00], [(0,00) -11,98	23,00	11,02 (0,00)	4,87	6,93	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	11,19	0,00]]
[[(0,00) -1,98	23,00	21,02 (15,00)	4,63	3,53	0,00], [(0,00) -11,98	23,00	11,02 (0,00)	4,87	6,93	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	11,19	0,00]]
[[(0,00) -1,98	23,00	21,02 (15,00)	4,63	3,53	0,00], [(0,00) -11,98	23,00	11,02 (0,00)	4,87	6,93	0,00], [(0,00) -6,98	23,00	16,02 (0,00)	4,70	10,43	0,00]]
[[(0,00) -1,98	23,00	21,02 (15,00)	4,63	3,53	0,00], [(0,00) -11,98	22,00	10,02 (0,00)	4,89	6,15	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	10,40	0,00]]
[[(0,00) -1,98	23,00	21,02 (14,00)	4,63	3,53	0,00], [(0,00) -10,98	24,00	13,02 (3,00)	4,80	7,72	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	11,97	0,00]]
[[(0,00) -1,98	23,00	21,02 (14,00)	4,63	3,53	0,00], [(0,00) -10,98	24,00	13,02 (2,00)	4,80	7,72	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	11,98	0,00]]
[[(0,00) -1,98	23,00	21,02 (14,00)	4,63	3,53	0,00], [(0,00) -10,98	24,00	13,02 (2,00)	4,80	7,72	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	11,98	0,00]]
[[(0,00) -1,98	23,00	21,02 (14,00)	4,63	3,53	0,00], [(0,00) -10,98	24,00	13,02 (2,00)	4,80	7,72	0,00], [(0,00) -6,98	23,00	16,02 (0,00)	4,70	11,21	0,00]]
[[(0,00) -1,98	23,00	21,02 (14,00)	4,63	3,53	0,00], [(0,00) -10,98	24,00	13,02 (1,00)	4,80	7,72	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	11,99	0,00]]
[[(0,00) -1,98	23,00	21,02 (14,00)	4,63	3,53	0,00], [(0,00) -10,98	24,00	13,02 (1,00)	4,80	7,72	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	11,99	0,00]]
[[(0,00) -1,98	23,00	21,02 (14,00)	4,63	3,53	0,00], [(0,00) -10,98	24,00	13,02 (1,00)	4,80	7,72	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	11,99	0,00]]
[[(0,00) -1,98	23,00	21,02 (14,00)	4,63	3,53	0,00], [(0,00) -10,98	24,00	13,02 (1,00)	4,80	7,72	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	11,22	0,00]]
[[(0,00) -1,98	23,00	21,02 (14,00)	4,63	3,53	0,00], [(0,00) -10,98	24,00	13,02 (1,00)	4,80	7,72	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	11,22	0,00]]
[[(0,00) -1,98	23,00	21,02 (14,00)	4,63	3,53	0,00], [(0,00) -10,98	24,00	13,02 (1,00)	4,80	7,72	0,00], [(0,00) -5,98	22,00	16,02 (0,00)	4,70	10,48	0,00]]
[[(0,00) -1,98	23,00	21,02 (14,00)	4,63	3,53	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	7,72	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	12,00	0,00]]
[[(0,00) -1,98	23,00	21,02 (14,00)	4,63	3,53	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	7,72	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	12,00	0,00]]
[[(0,00) -1,98	23,00	21,02 (14,00)	4,63	3,53	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	7,72	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	12,00	0,00]]
[[(0,00) -1,98	23,00	21,02 (14,00)	4,63	3,53	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	7,72	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	12,00	0,00]]
[[(0,00) -1,98	23,00	21,02 (14,00)	4,63	3,53	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	7,72	0,00], [(0,00) -4,98	23,00	18,02 (2,00)	4,66	11,23	0,00]]
[[(0,00) -1,98	23,00	21,02 (14,00)	4,63	3,53	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	7,72	0,00], [(0,00) -4,98	23,00	18,02 (2,00)	4,66	11,23	0,00]]
[[(0,00) -1,98	23,00	21,02 (14,00)	4,63	3,53	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	7,72	0,00], [(0,00) -4,98	23,00	18,02 (2,00)	4,66	11,23	0,00]]
