[[(0,00) -1,98	21,00	19,02 (15,00)	4,67	2,01	0,00], [(0,00) -13,98	24,00	10,02 (0,00)	4,95	6,10	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	10,34	0,00]]
[[(0,00) -1,98	21,00	19,02 (14,00)	4,67	2,01	0,00], [(0,00) -12,98	24,00	11,02 (1,00)	4,90	6,14	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	10,38	0,00]]
[[(0,00) -1,98	21,00	19,02 (14,00)	4,67	2,01	0,00], [(0,00) -12,98	24,00	11,02 (0,00)	4,90	6,14	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	10,39	0,00]]
[[(0,00) -1,98	21,00	19,02 (14,00)	4,67	2,01	0,00], [(0,00) -12,98	24,00	11,02 (0,00)	4,90	6,14	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	10,39	0,00]]
[[(0,00) -1,98	21,00	19,02 (14,00)	4,67	2,01	0,00], [(0,00) -12,98	24,00	11,02 (0,00)	4,90	6,14	0,00], [(0,00) -6,98	23,00	16,02 (0,00)	4,70	9,63	0,00]]
[[(0,00) -1,98	21,00	19,02 (14,00)	4,67	2,01	0,00], [(0,00) -12,98	23,00	10,02 (0,00)	4,92	5,37	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	9,62	0,00]]
[[(0,00) -1,98	21,00	19,02 (13,00)	4,67	2,01	0,00], [(0,00) -11,98	24,00	12,02 (2,00)	4,85	6,17	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	10,41	0,00]]
[[(0,00) -1,98	21,00	19,02 (13,00)	4,67	2,01	0,00], [(0,00) -11,98	24,00	12,02 (1,00)	4,85	6,17	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	10,43	0,00]]
[[(0,00) -1,98	21,00	19,02 (13,00)	4,67	2,01	0,00], [(0,00) -11,98	24,00	12,02 (1,00)	4,85	6,17	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	10,43	0,00]]
[[(0,00) -1,98	21,00	19,02 (13,00)	4,67	2,01	0,00], [(0,00) -11,98	24,00	12,02 (1,00)	4,85	6,17	0,00], [(0,00) -6,98	23,00	16,02 (0,00)	4,70	9,66	0,00]]
