1560.713	4.69341368853
1559.794	4.69281962173
1559.04	4.69564552234
1558.187	4.69831459965
1557.433	4.70173463379
1556.613	4.70601580201
1555.858	4.71087481009
1555.038	4.68959242216
1554.153	4.696795347
1553.398	4.70432974221
1552.578	4.71232684333
1551.758	4.69385009347
1550.971	4.72986343699
1550.02	4.71118303891
1549.397	4.74658002036
1548.61	4.72793847791
1547.822	4.73603293167
1547.002	4.74355571013
1546.182	4.72391787166
1545.395	4.73084426682
1544.608	4.73717242953
1543.788	4.74326549301
1543.001	4.74982110768
1542.214	4.75721369695
1541.426	4.73923871986
1540.639	4.75043919653
1539.852	4.76461074734
1538.966	4.78179748666
1538.278	4.8018081453
1537.425	4.82393319668
1536.638	4.82758319171
1535.883	4.81682887902
1535.096	4.82794816174
1534.342	4.83287916544
1533.587	4.80579993336
1532.8	4.82718675467
1532.013	4.82055359484
1531.226	4.77943182803
1530.438	4.77559961426
1529.651	4.7593688165
