0,224	17,4499	
0,224	17,5214	
0,2242	17,5764	
0,2243	17,721	
0,2245	17,8841	
0,2246	18,016	
0,2247	18,1216	
0,2249	18,1846	
0,2269	18,2218	
0,2286	18,2407	
0,2288	18,4747	
0,2288	18,6672	
0,2289	18,824	
0,229	18,9501	
0,2291	19,0254	
0,2292	19,05	
0,2294	19,1271	
0,2318	19,1725	
0,234	19,1749	
0,234	19,40	
0,234	19,5845	
0,2341	19,7338	
0,2343	19,8233	
0,2344	19,8527	
0,2345	19,9446	
0,2349	19,9449	
0,2351	20,0388	
0,238	20,0941	
0,2382	20,096	
0,2384	20,2689	
0,2388	20,4075	
0,2395	20,5157	
0,2401	20,6551	
0,2405	20,8066	
0,2413	20,9252	
0,2416	20,9837	
0,242	21,1471	
0,2429	21,2754	
0,2428	21,2592	
0,2433	21,4333	
0,2442	21,5704	
0,244	21,4866	
0,2446	21,6702	
0,2455	21,8149	
0,2453	21,6708	
0,2459	21,8624	
0,2469	22,0138	
0,2476	22,0143	
0,2487	22,171	
0,2496	22,2109	
0,2508	22,3749	
0,2504	22,2116	
0,2513	22,429	
0,2526	22,6015	
0,2533	22,6022	
0,2548	22,7818	
0,2544	22,6873	
0,2559	22,8704	
0,2565	22,9311	
0,2582	23,125	
0,259	23,1257	
0,2609	23,3286	
0,2609	23,3015	
0,2616	23,3685	
0,2637	23,5832	
0,2646	23,5841	
0,2669	23,8099	
0,2635	23,4508	
0,2657	23,6696	
0,2665	23,7426	
0,269	23,977	
0,27	23,978	
0,2728	24,2257	
0,2715	24,0555	
0,2744	24,3077	
0,2755	24,3088	
0,2789	24,5766	
0,2768	24,3089	
0,2802	24,5766	
0,2814	24,5778	
0,2853	24,8631	
0,2971	25,0386	
0,3098	25,153	
0,2979	25,0397	
0,3108	25,2225	
0,3245	25,3418	
0,3253	25,343	
0,3398	25,4655	
0,3128	25,2233	
0,327	25,4141	
0,3418	25,5389	
0,3584	25,5889	
0,3427	25,54	
0,3585	25,6683	
0,3758	25,7198	
0,3766	25,7211	
0,3595	25,6685	
0,3604	25,6695	
0,3773	25,8017	
0,3955	25,8548	
0,3964	25,856	
0,4156	25,909	
0,3973	25,8564	
0,4164	25,9099	
0,4171	25,9111	
0,4392	25,9626	
0,2097	13,5443	
0,21	13,6094	
0,2108	14,0065	
0,211	14,0779	
0,2112	14,1346	
0,2124	14,4082	
0,2125	14,4855	
0,2125	14,547	
0,2126	14,5955	
0,214	14,9532	
0,214	14,9939	
0,2154	15,2565	
0,2154	15,2998	
0,2155	15,3329	
0,2166	15,556	
0,2168	15,5909	
0,217	15,6256	
0,2172	15,7288	
0,2173	15,8113	
0,2174	15,8766	
0,2176	15,9279	
0,2178	15,9673	
0,2181	16,0166	
0,2182	16,0694	
0,2185	16,1101	
0,2185	16,1295	
0,2187	16,1837	
0,219	16,2254	
0,2203	16,3016	
0,2203	16,3423	
0,2206	16,6017	
0,2206	16,679	
0,2207	16,7397	
0,2209	16,7863	
0,221	16,8452	
0,2211	16,9081	
0,2214	16,9566	
0,2214	16,98	
0,2215	17,0449	
0,2217	17,0949	
0,2217	17,0884	
0,2218	17,1549	
0,222	17,2061	
0,2237	17,2364	
