0,0000	20,8095	|	15	17	19	21	18	19	19	24	0	0	1	3	1	0	1	2	
0,2579	23,7317	|	17	18	19	20	19	18	19	24	0	0	1	2	1	0	1	1	
0,0002	21,0582	|	15	18	19	19	18	19	18	23	0	0	1	2	0	1	0	1	
0,0002	21,2814	|	15	18	19	19	18	18	18	23	0	0	1	1	0	0	1	1	
0,1879	23,6914	|	17	18	19	20	18	18	18	24	0	0	1	2	0	0	0	1	
0,2089	23,7048	|	17	18	19	20	18	18	19	22	0	0	1	2	0	0	1	1	
0,0163	22,2442	|	16	18	19	18	17	19	18	23	0	0	1	0	0	0	0	1	
0,0029	21,5923	|	15	18	19	18	18	19	19	24	0	0	1	0	0	0	1	1	
0,0822	23,3467	|	17	18	19	18	18	18	18	23	0	0	1	0	0	0	1	1	
0,2093	23,7072	|	17	18	19	20	18	18	19	24	0	0	1	2	0	0	1	1	
0,2271	23,7157	|	17	18	19	20	18	19	18	23	0	0	1	2	0	1	0	1	
0,2416	23,7269	|	17	18	19	20	18	19	19	24	0	0	1	2	0	1	1	1	
0,0733	23,3332	|	17	18	18	19	18	18	18	23	0	0	1	0	0	0	0	1	
0,0014	21,4382	|	15	18	19	19	18	18	18	24	0	0	1	1	0	0	0	1	
0,1644	23,6592	|	17	18	19	19	18	19	18	23	0	0	1	1	0	1	0	1	
0,1515	23,6345	|	17	18	19	19	18	18	19	24	0	0	1	1	0	0	1	1	
0,2411	23,7211	|	17	18	19	20	19	18	18	22	0	0	1	2	1	0	0	1	
0,0956	23,4482	|	17	18	19	18	18	18	18	23	0	0	1	0	0	0	0	1	
0,1649	23,6600	|	17	18	19	19	18	19	18	24	0	0	1	1	0	1	0	1	
0,1775	23,6827	|	17	18	19	19	18	19	19	23	0	0	1	1	0	1	1	1	
0,0914	23,3561	|	16	19	19	19	17	19	18	24	0	0	1	1	0	0	0	1	
0,2273	23,7168	|	17	18	19	20	18	19	18	24	0	0	1	2	0	1	0	1	
0,0152	22,1224	|	15	18	19	20	18	18	18	24	0	0	1	1	0	0	0	1	
0,1311	23,5724	|	17	18	19	18	18	19	19	24	0	0	1	0	0	1	1	1	
0,1471	23,6122	|	17	18	19	18	18	19	21	24	0	0	1	0	0	1	3	1	
0,0007	21,3899	|	16	18	18	18	17	19	19	23	0	0	1	0	0	0	0	1	
0,0080	21,8002	|	15	18	19	19	18	19	18	24	0	0	1	1	0	0	0	1	
0,1061	23,4487	|	17	18	19	18	18	19	18	23	0	0	1	0	1	0	0	1	
0,0617	23,1839	|	17	18	18	19	18	19	18	24	0	0	1	1	0	0	1	1	
0,0191	22,3242	|	16	18	19	18	18	18	18	24	0	0	1	0	0	0	1	1	
0,1243	23,5089	|	17	18	18	20	18	18	19	22	0	0	1	1	0	0	1	1	
0,0238	22,5474	|	16	18	19	18	18	18	19	24	0	0	1	0	0	0	1	1	
0,1390	23,5948	|	17	18	19	19	18	18	18	22	0	0	1	1	0	0	0	1	
0,0005	21,3031	|	15	18	19	20	17	17	19	23	0	0	1	1	0	0	0	1	
0,0320	22,7353	|	16	18	19	19	18	19	18	22	0	0	1	1	1	0	0	1	
0,1873	23,6889	|	17	18	19	20	18	18	18	22	0	0	1	2	0	0	0	1	
0,0534	23,1835	|	17	18	18	19	17	19	18	24	0	0	1	0	0	0	0	1	
0,1779	23,6834	|	17	18	19	19	18	19	19	24	0	0	1	1	0	1	1	1	
0,0212	22,4219	|	16	18	18	19	18	19	18	24	0	0	1	0	0	1	0	1	
0,0064	21,6896	|	15	18	19	19	18	19	18	23	0	0	1	1	0	0	1	1	
0,0105	21,9506	|	16	18	18	18	18	19	19	23	0	0	1	0	0	0	1	1	
0,0281	22,6626	|	16	18	19	18	18	18	21	24	0	0	1	0	0	0	3	1	
0,1172	23,4859	|	17	18	19	18	18	19	19	24	0	0	1	0	1	0	1	1	
0,1402	23,5970	|	17	18	19	19	18	18	18	24	0	0	1	1	0	0	0	1	
0,0081	21,8975	|	15	18	19	19	18	18	18	23	0	0	1	0	0	0	0	1	
0,1078	23,4527	|	17	18	19	18	18	19	18	24	0	0	1	0	0	1	1	1	
0,0208	22,3587	|	16	18	19	18	18	19	18	24	0	0	1	1	0	0	0	2	
0,0125	22,0471	|	15	18	19	19	18	18	19	24	0	0	1	0	0	0	0	1	
0,1281	23,5566	|	17	18	19	18	18	18	21	24	0	0	1	0	0	0	3	1	
0,1134	23,4718	|	17	18	18	20	18	18	18	22	0	0	1	1	0	0	0	1	
0,0267	22,5866	|	16	18	19	19	17	18	18	23	0	0	1	0	0	0	0	1	
0,0447	23,0356	|	16	18	19	19	18	18	19	24	0	0	1	0	0	1	0	1	
0,0048	21,6745	|	16	18	18	18	18	18	19	24	0	0	1	0	0	0	0	1	
0,0713	23,2595	|	17	18	18	19	18	19	18	22	0	0	1	1	0	0	0	1	
0,0670	23,2278	|	16	18	19	20	18	18	18	24	0	0	1	1	0	0	0	1	
0,0723	23,2616	|	17	18	18	19	18	19	18	24	0	0	1	1	0	0	0	1	
0,0124	21,9844	|	16	18	18	19	18	18	19	24	0	0	1	1	0	0	0	1	
0,0064	21,7672	|	15	18	19	19	18	18	18	23	0	0	1	0	0	0	1	1	
0,0082	21,8992	|	15	18	19	19	18	18	18	24	0	0	1	0	0	0	0	1	
0,0376	22,9157	|	16	18	19	19	18	19	19	23	0	0	1	1	0	1	1	1	
0,0949	23,4011	|	17	18	19	18	18	18	19	24	0	0	1	0	0	1	0	1	
0,0948	23,3685	|	17	18	19	18	18	19	18	24	0	0	1	0	1	0	1	1	
0,0364	22,8780	|	16	18	19	19	18	18	19	24	0	0	1	1	0	0	0	1	
0,0142	22,0601	|	16	18	19	18	18	18	18	23	0	0	1	0	1	0	0	1	
0,0213	22,4707	|	16	18	19	18	18	18	18	24	0	0	1	0	0	0	0	1	
0,0461	23,0737	|	16	18	19	20	18	18	19	23	0	0	1	2	0	0	0	1	
0,0500	23,1347	|	16	18	19	19	19	18	18	24	0	0	1	1	0	0	0	1	
0,0146	22,1022	|	15	18	19	19	18	19	18	23	0	0	1	0	0	0	1	1	
0,0237	22,4889	|	15	19	19	18	18	19	18	24	0	0	1	0	0	0	1	2	
0,0487	23,1300	|	16	18	19	19	18	18	19	23	0	0	1	0	0	0	1	1	
0,1510	23,6337	|	17	18	19	19	18	18	19	23	0	0	1	1	0	0	1	1	
0,0395	22,9533	|	16	18	19	20	18	18	18	24	0	0	1	2	0	0	0	1	
0,0346	22,8033	|	16	18	19	19	18	19	19	23	0	0	1	1	0	2	0	1	
0,0295	22,7026	|	16	18	19	18	18	19	18	24	0	0	1	0	0	0	1	1	
0,0279	22,5998	|	16	18	19	19	18	18	18	24	0	0	1	1	0	0	1	1	
0,0324	22,7939	|	16	18	19	18	18	19	18	22	0	0	1	0	0	0	0	1	
0,0046	21,6223	|	15	18	19	19	18	18	19	24	0	0	1	1	0	0	0	1	
0,0349	22,8420	|	16	19	19	18	18	18	18	24	0	1	1	0	0	0	0	1	
0,0013	21,4360	|	15	18	19	19	18	18	18	23	0	0	1	1	0	0	0	1	
0,0520	23,1723	|	16	18	19	19	18	19	18	23	0	0	1	0	0	1	0	1	
0,1273	23,5132	|	17	18	19	19	18	18	18	24	0	0	1	1	0	0	1	1	
0,0473	23,0880	|	16	18	19	19	18	19	18	24	0	0	1	0	1	0	0	1	
0,0117	21,9700	|	15	18	19	19	19	18	18	24	0	0	1	1	0	0	0	1	
0,0391	22,9315	|	16	18	19	19	18	19	18	23	0	0	1	1	0	0	1	1	
0,0646	23,1935	|	17	18	19	19	17	18	18	23	0	0	1	1	0	0	0	1	
0,0203	22,3315	|	16	18	18	20	17	19	18	24	0	0	1	1	0	0	0	1	
0,0292	22,6985	|	16	18	19	18	18	19	18	22	0	0	1	0	0	0	1	1	
0,0066	21,7696	|	15	18	19	19	18	18	18	24	0	0	1	0	0	0	1	1	
0,0353	22,8596	|	16	18	19	19	18	19	18	24	0	0	1	1	0	1	0	1	
0,0042	21,6210	|	16	18	18	19	17	18	18	23	0	0	1	0	0	0	0	1	
0,1145	23,4740	|	17	18	18	20	18	18	18	24	0	0	1	1	0	0	0	1	
0,0429	23,0114	|	16	18	19	19	18	19	18	23	0	0	1	1	0	0	0	1	
0,0417	22,9774	|	16	18	19	19	18	19	19	24	0	0	1	1	0	1	0	1	
0,0416	22,9764	|	16	18	19	19	18	19	19	23	0	0	1	1	0	1	0	1	
0,0660	23,2258	|	16	18	19	20	18	18	18	22	0	0	1	1	0	0	0	1	
0,0232	22,4783	|	16	18	19	18	18	19	18	23	0	0	1	0	1	0	0	1	
0,0654	23,1994	|	16	18	19	19	18	19	18	24	0	0	1	0	0	0	1	1	
0,0430	23,0126	|	16	18	19	19	18	19	18	24	0	0	1	1	0	0	0	1	
0,1167	23,4851	|	17	18	19	18	18	19	19	23	0	0	1	0	1	0	1	1	
0,1265	23,5118	|	17	18	19	19	18	18	18	23	0	0	1	1	0	0	1	1
