0,0649	26,6019	|	16	19	18	21	0	0	0	0	
0,1645	26,9801	|	17	18	20	22	0	0	2	0	
0,0547	26,4544	|	16	18	21	21	0	0	2	0	
0,0200	25,7415	|	16	18	18	24	0	0	1	3	
0,0349	26,2793	|	16	19	18	22	0	1	0	0	
0,0598	26,4860	|	16	19	20	21	0	1	2	0	
0,1018	26,7172	|	16	19	20	19	0	0	2	0	
0,0141	25,5839	|	15	19	18	22	0	0	0	0	
0,1032	26,7228	|	16	19	20	20	0	0	2	0	
0,1054	26,7302	|	16	19	20	22	0	0	2	0	
0,1152	26,8546	|	17	18	18	22	0	0	0	0	
0,0865	26,6765	|	16	19	19	21	0	0	1	0	
0,0997	26,7057	|	16	19	21	21	0	0	4	0	
0,0058	25,1792	|	15	18	19	23	0	0	0	0	
0,1634	26,9768	|	17	18	20	21	0	0	2	1	
0,0197	25,7364	|	16	18	18	23	0	0	1	0	
0,0564	26,4593	|	16	18	21	23	0	0	2	0	
0,1009	26,7096	|	16	19	21	22	0	0	4	1	
0,1680	26,9855	|	17	19	18	22	0	1	0	0	
0,1044	26,7271	|	16	19	20	21	0	0	2	0	
0,1165	26,8573	|	17	18	18	23	0	0	0	0	
