0,0002	24,4686	|	15	18	20	23	1	0	1	1	
0,2573	27,0468	|	17	19	21	24	0	1	3	0	
0,0004	24,6548	|	15	18	19	23	0	0	2	1	
0,0019	24,9357	|	15	18	19	21	0	0	1	0	
0,2409	27,0376	|	17	19	20	22	0	1	2	1	
0,2131	27,0237	|	17	19	19	24	0	1	1	0	
0,0049	25,1629	|	15	18	19	20	0	0	0	0	
0,0029	24,9521	|	15	18	19	24	0	0	1	0	
0,1605	26,9663	|	17	18	20	19	0	0	2	0	
0,1412	26,9372	|	17	18	19	24	0	0	1	0	
0,1332	26,8791	|	17	18	20	20	0	0	3	0	
0,0133	25,5704	|	15	19	18	20	0	0	0	0	
0,0819	26,6297	|	16	19	20	20	0	0	3	0	
0,1875	26,9950	|	17	18	21	20	0	0	3	0	
0,0131	25,3896	|	15	18	21	21	0	0	2	0	
0,1703	26,9898	|	17	19	18	24	0	1	0	0	
0,1177	26,8593	|	17	18	18	24	0	0	0	0	
0,0231	25,8679	|	16	18	19	20	0	1	0	0	
0,0685	26,6100	|	16	19	18	24	0	0	0	0	
0,0179	25,7038	|	15	19	19	20	0	0	1	0	
0,2415	27,0424	|	17	19	20	24	0	1	2	3	
0,0088	25,2816	|	15	18	20	20	0	0	1	0	
0,0146	25,5917	|	15	19	18	24	0	0	0	0	
0,1886	27,0084	|	17	18	21	24	0	0	3	3	
0,0235	25,9937	|	16	18	18	20	0	0	0	0	
0,2017	27,0098	|	17	18	22	22	0	0	4	0	
0,0061	25,1824	|	15	18	19	24	0	0	0	1	
0,1084	26,7636	|	17	18	19	20	0	1	0	0	
0,0615	26,5901	|	16	19	18	19	0	0	0	0	
0,0106	25,3393	|	15	19	18	24	0	0	1	0	
0,0610	26,4901	|	16	19	20	22	0	1	2	1	
0,2117	27,0147	|	17	19	19	21	0	1	1	0	
0,0290	26,1397	|	16	18	19	20	0	0	1	0	
0,1100	26,8381	|	17	18	18	19	0	0	0	0	
0,0460	26,4464	|	16	19	18	24	0	0	1	0	
0,2019	27,0143	|	17	18	22	24	0	0	4	3	
0,0917	26,6868	|	17	18	18	24	0	0	1	0	
0,0984	26,7004	|	16	19	21	20	0	0	4	0	
0,0536	26,4504	|	16	18	21	20	0	0	2	0	
0,0250	26,0171	|	16	18	18	24	0	0	0	0	
0,0219	25,7512	|	15	19	21	22	0	0	4	0	
0,0290	26,0594	|	16	18	20	22	0	0	3	1	
0,0340	26,2004	|	16	18	21	24	0	0	4	3	
0,0304	26,1611	|	16	18	19	24	0	0	1	2	
0,0340	26,2654	|	16	19	18	20	0	1	0	0	
0,0286	26,0525	|	16	18	20	21	0	0	3	0	
0,0099	25,2994	|	15	18	20	24	0	0	1	3	
0,0128	25,3839	|	15	18	21	20	0	0	2	0	
0,0223	25,8120	|	15	19	20	20	0	0	2	0	
0,0331	26,1853	|	16	18	21	21	0	0	4	0	
0,0836	26,6657	|	16	19	19	19	0	0	1	0	
0,1345	26,9179	|	17	18	19	19	0	0	1	0	
0,0399	26,3928	|	16	19	19	20	0	1	1	0	
0,0382	26,3267	|	16	18	19	24	0	0	0	0	
0,0227	25,8183	|	15	19	20	21	0	0	2	0	
0,0429	26,4033	|	16	19	19	22	0	1	1	0	
0,1072	26,7339	|	16	19	20	24	0	0	2	0	
0,1362	26,9244	|	17	18	19	20	0	0	1	0	
0,0394	26,3574	|	16	18	21	20	0	0	3	0	
0,0188	25,7220	|	16	18	18	21	0	0	1	0	
0,1391	26,9329	|	17	18	19	22	0	0	1	0	
0,0584	26,4805	|	16	19	20	20	0	1	2	0	
0,1120	26,8452	|	17	18	18	20	0	0	0	0	
0,0441	26,4392	|	16	19	18	22	0	0	1	0	
0,0897	26,6839	|	16	19	19	24	0	0	1	0	
0,0431	26,4248	|	16	19	18	20	0	0	1	0	
0,0633	26,5968	|	16	19	18	20	0	0	0	0	
0,0663	26,6056	|	16	19	18	22	0	0	0	1	
0,1137	26,8507	|	17	18	18	21	0	0	0	0	
0,1664	26,9840	|	17	18	20	24	0	0	2	3	
0,0355	26,2874	|	16	19	18	24	0	1	0	0	
0,0852	26,6718	|	16	19	19	20	0	0	1	0	
0,0572	26,4608	|	16	18	21	24	0	0	2	3	
0,0877	26,6799	|	16	19	19	22	0	0	1	0	
0,0371	26,3107	|	16	18	19	20	0	0	0	0	
0,0398	26,3638	|	16	18	21	21	0	0	3	0	
0,0240	26,0021	|	16	18	18	21	0	0	0	0	
0,1620	26,9722	|	17	18	20	20	0	0	2	1	
0,0366	26,3033	|	16	18	19	19	0	0	0	0	
