0,0009	21,2964	|	17	14	22	23	20	22	1	2	0	5	2	0	
0,2715	24,9730	|	18	17	20	21	20	21	1	0	0	4	2	1	
0,2443	24,8542	|	18	17	21	22	20	21	1	0	1	5	2	0	
0,1661	24,8090	|	18	16	21	22	20	22	1	0	1	5	2	0	
0,1044	24,5665	|	17	17	20	22	20	22	1	0	1	4	2	1	
0,1258	24,7037	|	17	17	20	21	20	23	0	1	0	4	2	0	
0,0707	24,4221	|	17	16	20	22	20	22	0	0	1	4	2	0	
0,0022	22,2382	|	16	16	20	20	20	23	1	0	0	4	1	1	
0,0010	21,6687	|	17	14	21	23	20	22	1	1	0	5	2	0	
0,0022	21,9112	|	17	14	21	22	20	23	1	0	1	5	1	0	
0,2461	24,9457	|	18	17	20	22	20	21	1	0	0	5	2	1	
0,0042	22,5334	|	16	16	20	20	20	22	1	0	0	3	1	0	
0,0507	24,1607	|	17	16	21	20	20	22	1	0	0	3	2	0	
0,0175	23,2561	|	16	17	20	20	20	23	1	0	0	4	2	0	
0,0154	23,0414	|	17	15	21	20	20	22	1	0	1	2	2	0	
0,0668	24,3056	|	17	17	20	20	20	22	1	0	1	3	2	1	
0,0113	22,8121	|	17	15	20	21	20	23	1	0	0	4	1	1	
0,1468	24,7614	|	18	16	20	22	20	21	1	0	0	5	2	0	
0,0075	22,6706	|	16	16	20	21	20	23	1	0	0	4	1	1	
0,0145	22,9227	|	17	15	21	20	20	23	1	0	0	4	2	1	
0,0018	21,7890	|	16	15	22	22	20	23	1	0	3	4	1	1	
0,0418	24,0176	|	17	16	21	21	20	22	1	0	1	4	2	0	
0,0252	23,5676	|	17	16	20	20	20	23	1	0	0	4	1	0	
0,0605	24,1693	|	17	16	21	20	20	23	1	0	0	3	1	1	
0,1541	24,7795	|	17	17	21	22	20	21	0	1	1	5	2	0	
0,0195	23,3702	|	16	17	20	20	20	23	1	0	0	4	1	0	
0,0288	23,6488	|	17	16	21	20	20	22	1	0	2	3	1	1	
0,1603	24,7947	|	18	16	21	21	20	21	1	0	1	4	2	0	
0,0064	22,5507	|	17	15	20	20	20	22	1	0	0	3	2	0	
0,0295	23,7063	|	17	16	20	21	20	22	1	0	0	5	1	0	
0,0230	23,4480	|	17	16	20	20	20	23	1	0	0	4	2	0	
0,0314	23,8068	|	17	16	20	20	20	22	1	0	0	3	1	0	
0,0323	23,8478	|	17	16	20	21	20	22	1	0	0	4	2	0	
0,0367	23,9089	|	17	16	20	21	20	22	1	0	0	4	1	0	
0,0602	24,1683	|	17	16	21	20	20	22	1	0	0	3	1	0	
0,0368	23,9446	|	17	16	20	22	20	22	1	0	0	5	2	1	
0,1472	24,7633	|	18	16	20	22	20	22	1	0	0	5	2	0	
0,0404	23,9949	|	17	16	21	20	20	21	1	0	0	4	2	0	
0,0211	23,4037	|	16	17	20	21	20	22	1	0	0	5	2	0	
0,0219	23,4235	|	17	16	20	20	20	22	1	0	1	3	1	1	
0,0407	24,0004	|	17	16	21	20	20	23	1	0	0	4	2	0	
