0,3825	22,3770	|	23	26	24	26	25	26	24	26	8	6	8	7	8	6	8	1	
0,1535	1,8435	|	18	26	27	27	27	27	27	27	17	16	9	8	8	3	0	1	
0,1541	2,1768	|	18	26	27	27	27	27	27	27	17	16	8	9	8	3	0	1	
0,1539	1,9028	|	18	26	27	27	27	27	27	27	17	16	9	8	8	2	0	1	
0,1830	9,0799	|	18	27	27	27	27	27	27	27	17	9	9	9	9	7	2	1	
0,1829	5,8405	|	18	27	27	27	27	27	27	27	17	9	14	9	8	3	0	1	
0,3602	22,1998	|	23	26	24	27	26	26	25	26	8	6	9	8	8	7	8	1	
0,1546	2,3944	|	18	26	27	27	27	27	27	27	17	16	8	9	7	4	0	1	
0,1555	2,5959	|	18	26	27	27	27	27	27	27	17	15	9	9	8	2	0	1	
0,1565	2,7574	|	18	26	27	27	27	27	27	27	17	15	9	9	7	4	0	1	
0,1545	2,2380	|	18	26	27	27	27	27	27	27	17	16	8	9	8	2	0	1	
0,3327	21,8449	|	23	27	25	27	26	26	25	27	10	6	9	8	8	7	9	1	
0,3396	21,9963	|	23	26	25	27	27	26	25	27	8	7	9	9	8	7	9	1	
0,2044	11,8504	|	18	27	27	27	27	27	27	27	17	9	8	2	7	7	8	1	
0,2014	11,3449	|	18	27	27	27	27	27	27	27	17	9	9	2	8	7	8	1	
0,1969	10,6316	|	18	27	27	27	27	27	27	27	17	9	9	7	7	0	10	1	
0,1592	3,0534	|	18	26	27	27	27	27	27	27	17	15	9	8	8	4	0	1	
0,3056	21,2383	|	23	27	25	27	27	27	26	27	11	6	9	8	9	8	9	1	
0,1737	4,5285	|	18	26	27	27	27	27	27	27	17	14	8	9	8	5	0	1	
0,1591	2,9440	|	18	26	27	27	27	27	27	27	17	15	9	9	6	5	0	1	
0,3100	21,4719	|	23	27	26	27	27	26	26	27	11	6	9	9	8	8	9	1	
0,3003	21,1717	|	23	27	26	27	27	26	27	27	12	5	9	9	8	9	9	1	
0,2347	16,1134	|	18	27	27	27	27	27	26	27	16	1	8	7	8	8	9	1	
0,2404	16,3329	|	19	27	27	27	27	27	27	27	16	2	9	9	7	7	9	1	
0,1645	3,5751	|	18	26	27	27	27	27	27	27	17	15	8	9	7	5	0	1	
0,2100	12,4644	|	18	27	27	27	27	27	27	27	17	9	2	9	9	6	8	1	
0,3514	22,1075	|	23	27	24	27	26	26	25	26	9	6	9	8	8	7	8	1	
0,3542	22,1092	|	23	26	24	27	26	26	25	27	8	6	9	8	8	7	9	1	
0,2133	13,1188	|	18	27	27	27	27	27	27	27	17	8	3	9	6	7	8	1	
0,1548	2,4354	|	18	27	27	27	27	27	27	27	17	17	8	9	7	4	0	1	
0,1759	4,7881	|	18	26	27	27	27	27	27	27	17	14	8	9	7	5	0	1	
0,2965	21,0456	|	23	27	27	27	27	26	26	27	12	6	10	8	8	8	9	1	
0,1723	4,3473	|	18	26	27	27	27	27	27	27	17	14	9	8	8	3	0	1	
0,2220	14,1303	|	18	27	27	27	27	27	26	27	17	6	2	9	9	7	8	1	
0,1538	1,8841	|	18	27	27	27	27	27	27	27	17	17	9	8	8	3	0	1	
0,2536	17,9444	|	23	27	27	27	27	26	26	27	19	0	8	9	8	9	9	1	
0,2896	20,8548	|	23	27	27	27	27	27	26	27	12	7	9	8	9	8	9	1	
0,1604	3,1184	|	18	26	27	27	27	27	27	27	17	15	9	8	8	3	0	1	
0,1570	2,8234	|	18	26	27	27	27	27	27	27	17	15	9	8	9	3	0	1	
0,1624	3,2863	|	18	27	27	27	27	27	27	27	17	16	9	8	7	5	0	1	
0,1752	4,6474	|	18	27	27	27	27	27	27	27	17	15	8	9	8	4	0	1	
0,2769	20,1649	|	23	27	27	27	27	27	26	27	14	6	8	8	9	8	9	1	
0,1549	2,4993	|	18	27	27	27	27	27	27	27	17	17	8	8	9	3	0	1	
0,1551	2,5325	|	18	26	27	27	27	27	27	27	17	15	9	9	8	3	0	1	
0,2666	19,2276	|	23	27	27	27	27	27	26	27	15	6	8	8	9	8	9	1	
0,2181	13,1684	|	19	27	27	27	27	27	27	27	17	10	2	8	8	6	8	1	
0,1656	3,6431	|	18	26	27	27	27	27	27	27	17	15	8	9	7	4	0	1	
0,2800	20,4310	|	23	27	27	27	27	27	27	27	13	6	9	9	8	9	9	1	
0,2922	20,9750	|	23	27	27	27	27	27	26	27	12	6	10	8	9	8	9	1	
0,2429	16,7807	|	19	27	27	27	27	27	26	27	16	1	9	8	8	7	9	1	
0,1707	4,1386	|	18	26	27	27	27	27	27	27	17	15	8	8	7	4	0	1	
0,1810	5,4972	|	18	27	27	27	27	27	27	27	17	9	15	8	8	2	2	1	
0,2459	17,2888	|	23	27	27	27	27	27	27	27	19	3	9	6	8	9	9	1	
0,1884	9,6709	|	18	27	27	27	27	27	27	27	17	9	9	9	8	2	8	1	
0,1713	4,2818	|	18	26	27	27	27	27	27	27	17	14	9	8	8	4	1	1	
0,1637	3,4436	|	18	26	27	27	27	27	27	27	17	15	8	9	8	3	0	1	
0,2299	15,3867	|	18	27	27	27	27	27	27	27	16	3	9	6	7	8	9	1	
0,1820	5,7145	|	18	27	27	27	27	27	27	27	17	9	15	8	7	3	2	1	
0,1776	4,9412	|	18	27	27	27	27	27	27	27	17	15	8	9	7	3	0	1	
0,2570	18,4673	|	23	27	27	27	27	27	27	27	18	1	9	9	8	9	9	1	
0,1905	9,9406	|	18	27	27	27	27	27	27	27	17	9	9	9	7	0	9	1	
0,3451	22,0846	|	23	26	25	27	27	26	25	26	8	7	9	9	8	7	8	1	
0,2248	14,8078	|	18	27	27	27	27	27	27	27	17	1	9	8	7	7	11	1	
0,1804	5,3554	|	18	27	27	27	27	27	27	27	17	15	8	8	7	4	0	1	
