1560.713	-11.8928813494
1559.794	-11.8962038543
1559.04	-11.9032544501
1558.187	-11.9030373364
1557.433	-11.9047474767
1556.613	-11.8774729358
1555.858	-11.8944354946
1555.038	-11.8937965975
1554.153	-11.8886564233
1553.398	-11.8961055557
1552.578	-11.8963810285
1551.758	-11.8843402951
1550.971	-11.8929250994
1550.02	-11.895366842
1549.397	-11.8892481064
1548.61	-11.8879964059
1547.822	-11.8868021306
1547.002	-11.890496289
1546.182	-11.8862425462
1545.395	-11.8920842985
1544.608	-11.8915241815
1543.788	-11.8915759063
1543.001	-11.8964947751
1542.214	-11.8909881576
1541.426	-11.8983876284
1540.639	-11.8965132735
1539.852	-11.8969175305
1538.966	-11.9001914771
1538.278	-11.8951752187
1537.425	-11.8930213249
1536.638	-11.8880738361
1535.883	-11.860193574
1535.096	-11.8510414891
1534.342	-11.8396268051
1533.587	-11.8355516063
1532.8	-11.8188927091
1532.013	-11.8270922885
1531.226	-11.8230955469
1530.438	-11.825828589
1529.651	-11.8165405382
