1560.713	-19.481218758
1559.794	-19.414305484
1559.04	-19.3487525205
1558.187	-19.2968904738
1557.433	-19.2490668042
1556.613	-19.2021436564
1555.858	-19.1621722192
1555.038	-19.1231914699
1554.153	-19.0887543983
1553.398	-19.050961171
1552.578	-19.012430471
1551.758	-18.9772015537
1550.971	-18.9249728611
1550.02	-18.8774751409
1549.397	-18.8289848758
1548.61	-18.7801068126
1547.822	-18.7218953537
1547.002	-18.6652484982
1546.182	-18.6105315585
1545.395	-18.5619376805
1544.608	-18.5014545545
1543.788	-18.4544245802
1543.001	-18.4172270668
1542.214	-18.3860171995
1541.426	-18.3534726628
1540.639	-18.3220448282
1539.852	-18.2797836643
1538.966	-18.2230217325
1538.278	-18.1324860029
1537.425	-18.0035316674
1536.638	-17.8360390906
1535.883	-17.6124205629
1535.096	-17.3628748251
1534.342	-17.1038682437
1533.587	-16.8592212524
1532.8	-16.6391852957
1532.013	-16.4656857534
1531.226	-16.3441218645
1530.438	-16.2760970177
1529.651	-16.2436687988
