[[(0,00) -1,98	23,00	21,02 (11,00)	4,63	3,53	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	7,78	0,00]]
[[(0,00) -1,98	23,00	21,02 (10,00)	4,63	3,53	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	7,79	0,00]]
[[(0,00) -1,98	23,00	21,02 (10,00)	4,63	3,53	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	7,79	0,00]]
[[(0,00) -1,98	23,00	21,02 (10,00)	4,63	3,53	0,00], [(0,00) -6,98	23,00	16,02 (0,00)	4,70	7,03	0,00]]
[[(0,00) -1,98	23,00	21,02 (9,00)	4,63	3,53	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	7,80	0,00]]
[[(0,00) -1,98	23,00	21,02 (9,00)	4,63	3,53	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	7,80	0,00]]
[[(0,00) -1,98	23,00	21,02 (9,00)	4,63	3,53	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	7,80	0,00]]
[[(0,00) -1,98	23,00	21,02 (9,00)	4,63	3,53	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	7,04	0,00]]
[[(0,00) -1,98	23,00	21,02 (9,00)	4,63	3,53	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	7,04	0,00]]
[[(0,00) -1,98	23,00	21,02 (9,00)	4,63	3,53	0,00], [(0,00) -5,98	22,00	16,02 (0,00)	4,70	6,29	0,00]]
[[(0,00) -1,98	23,00	21,02 (8,00)	4,63	3,53	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	7,81	0,00]]
[[(0,00) -1,98	23,00	21,02 (8,00)	4,63	3,53	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	7,81	0,00]]
[[(0,00) -1,98	23,00	21,02 (8,00)	4,63	3,53	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	7,81	0,00]]
[[(0,00) -1,98	23,00	21,02 (8,00)	4,63	3,53	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	7,81	0,00]]
[[(0,00) -1,98	23,00	21,02 (8,00)	4,63	3,53	0,00], [(0,00) -4,98	23,00	18,02 (2,00)	4,66	7,04	0,00]]
[[(0,00) -1,98	23,00	21,02 (8,00)	4,63	3,53	0,00], [(0,00) -4,98	23,00	18,02 (2,00)	4,66	7,04	0,00]]
[[(0,00) -1,98	23,00	21,02 (8,00)	4,63	3,53	0,00], [(0,00) -4,98	23,00	18,02 (2,00)	4,66	7,04	0,00]]
[[(0,00) -1,98	23,00	21,02 (8,00)	4,63	3,53	0,00], [(0,00) -4,98	22,00	17,02 (1,00)	4,68	6,30	0,00]]
[[(0,00) -1,98	23,00	21,02 (8,00)	4,63	3,53	0,00], [(0,00) -4,98	22,00	17,02 (1,00)	4,68	6,30	0,00]]
[[(0,00) -1,98	23,00	21,02 (8,00)	4,63	3,53	0,00], [(0,00) -4,98	21,00	16,02 (0,00)	4,71	5,51	0,00]]
[[(0,00) -1,98	23,00	21,02 (7,00)	4,63	3,53	0,00], [(0,00) -3,98	24,00	20,02 (4,00)	4,63	7,81	0,00]]
[[(0,00) -1,98	23,00	21,02 (7,00)	4,63	3,53	0,00], [(0,00) -3,98	24,00	20,02 (4,00)	4,63	7,81	0,00]]
[[(0,00) -1,98	23,00	21,02 (7,00)	4,63	3,53	0,00], [(0,00) -3,98	24,00	20,02 (4,00)	4,63	7,81	0,00]]
[[(0,00) -1,98	23,00	21,02 (7,00)	4,63	3,53	0,00], [(0,00) -3,98	24,00	20,02 (4,00)	4,63	7,81	0,00]]
[[(0,00) -1,98	23,00	21,02 (7,00)	4,63	3,53	0,00], [(0,00) -3,98	24,00	20,02 (4,00)	4,63	7,81	0,00]]
[[(0,00) -1,98	23,00	21,02 (7,00)	4,63	3,53	0,00], [(0,00) -3,98	23,00	19,02 (3,00)	4,65	7,05	0,00]]
[[(0,00) -1,98	23,00	21,02 (7,00)	4,63	3,53	0,00], [(0,00) -3,98	23,00	19,02 (3,00)	4,65	7,05	0,00]]
[[(0,00) -1,98	23,00	21,02 (7,00)	4,63	3,53	0,00], [(0,00) -3,98	23,00	19,02 (3,00)	4,65	7,05	0,00]]
[[(0,00) -1,98	23,00	21,02 (7,00)	4,63	3,53	0,00], [(0,00) -3,98	23,00	19,02 (3,00)	4,65	7,05	0,00]]
[[(0,00) -1,98	23,00	21,02 (7,00)	4,63	3,53	0,00], [(0,00) -3,98	22,00	18,02 (2,00)	4,67	6,30	0,00]]
[[(0,00) -1,98	23,00	21,02 (7,00)	4,63	3,53	0,00], [(0,00) -3,98	22,00	18,02 (2,00)	4,67	6,30	0,00]]
[[(0,00) -1,98	23,00	21,02 (7,00)	4,63	3,53	0,00], [(0,00) -3,98	22,00	18,02 (2,00)	4,67	6,30	0,00]]
[[(0,00) -1,98	23,00	21,02 (7,00)	4,63	3,53	0,00], [(0,00) -3,98	21,00	17,02 (1,00)	4,69	5,52	0,00]]
[[(0,00) -1,98	23,00	21,02 (7,00)	4,63	3,53	0,00], [(0,00) -3,98	21,00	17,02 (1,00)	4,69	5,52	0,00]]
[[(0,00) -1,98	23,00	21,02 (7,00)	4,63	3,53	0,00], [(0,00) -3,98	20,00	16,02 (0,00)	4,73	4,71	0,00]]
[[(0,00) -1,98	23,00	21,02 (6,00)	4,63	3,53	0,00], [(0,00) -2,98	24,00	21,02 (5,00)	4,62	7,82	0,00]]
[[(0,00) -1,98	23,00	21,02 (6,00)	4,63	3,53	0,00], [(0,00) -2,98	24,00	21,02 (5,00)	4,62	7,82	0,00]]
[[(0,00) -1,98	23,00	21,02 (6,00)	4,63	3,53	0,00], [(0,00) -2,98	24,00	21,02 (5,00)	4,62	7,82	0,00]]
[[(0,00) -1,98	23,00	21,02 (6,00)	4,63	3,53	0,00], [(0,00) -2,98	24,00	21,02 (5,00)	4,62	7,82	0,00]]
[[(0,00) -1,98	23,00	21,02 (6,00)	4,63	3,53	0,00], [(0,00) -2,98	24,00	21,02 (5,00)	4,62	7,82	0,00]]
[[(0,00) -1,98	23,00	21,02 (6,00)	4,63	3,53	0,00], [(0,00) -2,98	24,00	21,02 (5,00)	4,62	7,82	0,00]]
[[(0,00) -1,98	23,00	21,02 (6,00)	4,63	3,53	0,00], [(0,00) -2,98	23,00	20,02 (4,00)	4,64	7,05	0,00]]
[[(0,00) -1,98	23,00	21,02 (6,00)	4,63	3,53	0,00], [(0,00) -2,98	23,00	20,02 (4,00)	4,64	7,05	0,00]]
[[(0,00) -1,98	23,00	21,02 (6,00)	4,63	3,53	0,00], [(0,00) -2,98	23,00	20,02 (4,00)	4,64	7,05	0,00]]
[[(0,00) -1,98	23,00	21,02 (6,00)	4,63	3,53	0,00], [(0,00) -2,98	23,00	20,02 (4,00)	4,64	7,05	0,00]]
