20	22	20	21	15	15	18	18	19	18	16	14	19	16	17	20	18	16	20	23
20	22	20	21	15	14	18	19	19	15	16	14	18	18	18	21	18	16	19	24
20	22	20	21	15	15	18	18	19	15	19	15	19	16	16	20	18	16	19	24
20	22	20	21	15	14	18	19	19	18	16	14	19	16	17	20	18	16	19	24
20	22	20	21	15	14	18	18	19	18	17	15	14	18	18	21	18	16	19	24
20	22	20	21	15	15	18	18	19	15	19	15	14	18	18	21	18	16	19	24
20	22	20	21	15	14	18	19	19	18	16	14	18	16	18	20	18	16	19	24
20	22	20	21	15	15	18	18	19	15	16	15	20	16	18	20	18	16	19	24
20	22	20	21	15	15	18	18	19	15	16	15	21	16	17	20	18	16	19	24
20	22	20	21	15	14	18	19	19	15	19	15	14	18	18	21	18	16	19	24
20	22	20	21	15	14	18	19	19	15	19	15	18	16	17	20	18	16	19	24
20	22	20	21	15	15	18	18	19	15	19	14	19	16	17	20	18	16	19	24
20	22	20	21	15	15	18	18	19	18	16	14	19	16	17	20	18	16	19	24
20	22	20	21	15	14	18	18	19	18	17	14	18	16	18	20	18	16	19	24
20	22	20	21	15	14	18	19	19	18	16	15	14	18	18	21	18	16	19	24
20	22	20	21	15	14	18	19	19	15	19	15	15	18	18	20	18	16	19	24
20	22	20	21	15	15	18	18	19	15	19	14	18	16	17	21	18	16	19	24
20	22	20	21	15	14	18	19	19	15	19	15	18	17	16	20	18	16	19	24
20	22	20	21	15	15	18	18	19	15	19	14	18	16	18	20	18	16	19	24
20	22	20	21	15	15	18	18	19	18	16	15	15	17	18	20	19	16	19	24
20	22	20	21	15	14	18	19	19	15	19	15	15	17	18	21	18	16	19	24
20	22	20	21	15	15	18	18	19	15	16	15	21	15	18	20	18	16	19	24
20	22	20	21	15	15	18	18	19	15	19	15	16	17	18	20	18	16	19	24
20	22	20	21	15	15	18	18	19	15	19	15	15	17	18	21	18	16	19	24
20	22	20	21	15	15	18	18	19	18	16	14	18	16	18	20	18	16	19	24
20	22	20	21	15	15	18	18	19	18	16	15	14	18	18	21	18	16	20	23
20	22	20	21	15	14	18	19	19	18	16	14	18	17	17	20	18	16	19	24
20	22	20	21	15	15	18	18	19	15	19	15	18	17	16	20	18	16	19	24
20	22	20	21	15	15	18	18	19	18	16	15	18	17	16	20	18	16	19	24
20	22	20	21	15	14	18	19	19	18	16	15	17	16	18	20	18	16	19	24
20	22	20	21	15	14	18	19	19	18	16	15	14	18	18	21	18	16	20	23
20	22	20	21	15	15	18	18	19	18	16	15	17	16	18	20	18	16	19	24
20	22	20	21	15	15	18	18	19	18	16	15	16	17	18	20	18	16	19	24
20	22	20	21	15	15	18	18	19	18	16	14	18	16	17	21	18	16	19	24
20	22	20	21	15	15	18	18	19	15	19	15	15	18	18	20	18	16	19	24
20	21	21	21	15	15	18	18	19	18	16	15	14	18	18	21	18	16	19	24
20	22	20	21	15	15	18	18	19	18	16	14	18	16	17	20	19	16	19	24
20	22	20	21	15	15	18	18	19	18	16	15	14	18	18	21	18	16	19	24
20	22	20	21	15	14	18	18	19	18	17	15	18	16	17	20	18	16	19	24
20	22	20	21	15	14	18	19	19	15	19	15	18	15	18	20	18	16	19	24
20	22	20	21	15	15	18	18	19	18	16	15	18	15	18	20	18	16	19	24
20	22	20	21	15	15	18	18	19	15	19	15	14	18	18	21	18	16	20	23
20	22	20	21	15	15	18	18	19	15	19	14	18	16	17	20	19	16	19	24
20	22	20	21	15	15	18	18	19	18	16	14	18	16	18	20	18	16	20	23
20	22	20	21	15	15	18	18	19	18	16	15	15	18	18	20	18	16	19	24
20	21	21	21	15	14	18	19	19	18	16	14	19	16	17	20	18	16	19	24
20	22	20	21	15	14	18	19	19	15	19	15	14	18	18	21	18	16	20	23
20	22	20	21	15	14	18	19	19	18	16	15	19	16	16	20	18	16	19	24
20	22	20	21	15	15	18	18	19	15	19	15	17	16	18	20	18	16	19	24
20	22	20	21	15	14	18	19	19	18	16	14	19	16	17	20	18	16	20	23
20	22	20	21	15	14	18	19	19	15	19	15	17	16	18	20	18	16	19	24
20	22	20	21	15	15	18	18	19	15	19	15	18	15	18	20	18	16	19	24
20	22	20	21	15	14	18	19	19	18	16	15	18	17	16	20	18	16	19	24
20	22	20	21	15	14	18	19	19	18	16	15	18	16	17	20	18	16	19	24
20	22	20	21	15	15	18	18	19	15	19	15	14	18	19	20	18	16	19	24
20	22	20	21	15	14	18	19	19	18	16	15	18	15	18	20	18	16	19	24
20	22	20	21	15	15	18	18	19	18	16	15	18	16	17	20	18	16	19	24
20	21	21	21	15	15	18	18	19	18	16	14	19	16	17	20	18	16	19	24
20	22	20	21	15	15	18	18	19	15	19	15	18	16	17	20	18	16	19	24
20	22	20	21	15	14	18	19	19	18	16	14	19	15	18	20	18	16	20	23
