0,0979	400,0000	|	6	17	23	19	15	17	20	15	20	24	23	16	20	21	19	20	20	22	24	18	19	
0,0486	8000,0000	|	9	24	18	23	18	19	21	21	20	24	20	16	19	20	19	15	23	15	16	22	15	
0,0999	4800,0000	|	8	18	23	21	19	22	15	20	20	23	20	15	19	15	19	20	19	20	19	21	21	
0,0001	1400,0000	|	10	16	23	19	15	18	20	20	20	24	23	17	15	19	19	20	20	22	23	22	20	
0,0757	500,0000	|	7	14	23	19	15	17	19	20	20	23	24	19	17	21	19	20	19	21	23	18	23	
0,0265	400,0000	|	3	16	20	21	14	17	16	22	23	23	20	17	16	21	23	21	18	21	24	15	20	
0,0613	500,0000	|	6	17	23	19	15	17	20	15	20	24	23	16	20	21	20	20	20	22	23	18	19	
0,0999	600,0000	|	6	14	22	20	20	17	19	15	20	23	23	16	19	21	19	20	21	22	23	18	20	
0,0676	600,0000	|	5	14	20	15	20	17	20	22	20	23	20	24	18	21	18	19	19	22	24	15	20	
0,0817	700,0000	|	8	14	22	20	15	17	20	20	20	23	24	18	17	21	19	20	18	24	23	17	23	
0,0646	700,0000	|	6	16	20	20	20	18	19	18	20	20	23	16	15	22	16	19	24	21	23	22	20	
0,0796	800,0000	|	6	15	20	19	15	17	20	20	23	24	23	16	19	21	20	19	15	21	23	18	24	
0,0362	800,0000	|	7	15	23	20	15	16	19	22	19	23	20	19	17	21	20	20	18	21	23	22	20	
0,0955	900,0000	|	9	16	19	20	16	18	20	22	18	24	21	17	19	19	19	20	20	22	23	22	20	
0,0238	900,0000	|	9	14	22	21	14	17	20	23	20	24	23	16	14	18	19	20	23	22	24	22	20	
0,0929	1000,0000	|	9	14	23	20	19	14	20	20	19	24	23	14	19	21	19	22	19	21	19	22	23	
0,0067	1000,0000	|	9	14	23	20	15	15	20	23	19	24	24	18	18	18	19	20	23	21	23	18	20	
0,0963	1100,0000	|	7	17	18	22	20	18	20	18	15	23	23	15	20	21	18	19	23	22	21	18	21	
0,0054	1100,0000	|	7	19	21	17	14	16	20	20	23	23	24	19	20	20	16	17	16	22	19	22	24	
0,0851	1400,0000	|	8	18	21	18	14	15	24	21	20	23	24	17	19	20	16	24	19	19	19	18	24	
0,0907	1300,0000	|	9	15	23	20	14	17	19	21	24	24	20	17	16	18	20	20	18	21	23	21	23	
0,0925	1200,0000	|	9	15	23	20	15	15	20	22	20	24	24	16	18	20	20	20	20	21	23	18	20	
0,0352	1200,0000	|	8	14	20	24	18	18	20	22	19	15	23	17	20	19	19	23	23	14	20	22	23	
0,0385	1300,0000	|	9	16	23	20	16	15	20	20	20	24	23	17	16	19	19	20	20	21	23	22	20	
0,0598	1800,0000	|	9	14	16	20	23	20	20	21	20	22	22	15	23	14	21	18	21	19	22	22	20	
0,0051	1900,0000	|	6	20	19	19	14	17	20	20	23	24	23	16	16	18	21	19	16	20	23	18	23	
0,0979	1600,0000	|	9	14	20	23	21	15	20	21	19	24	20	16	14	21	19	19	20	22	23	22	21	
0,0978	1500,0000	|	9	14	20	20	21	16	19	23	18	23	23	20	15	18	19	20	22	21	20	18	23	
0,0576	3150,0000	|	8	17	17	24	20	15	23	21	16	23	23	17	19	20	20	20	20	16	21	15	23	
0,0063	1500,0000	|	9	20	18	20	18	14	20	21	21	24	20	17	15	21	19	19	23	24	24	16	20	
0,0325	7000,0000	|	14	24	21	20	15	21	19	23	21	24	20	17	17	21	19	20	18	15	16	23	20	
0,0562	3350,0000	|	9	15	17	24	23	15	20	21	21	23	20	17	19	20	19	19	23	17	22	16	20	
0,0007	1600,0000	|	6	20	21	20	15	19	20	15	21	23	20	17	15	21	19	19	23	24	16	22	20	
0,0440	2400,0000	|	6	17	15	20	16	22	20	22	23	24	21	17	19	19	19	20	20	15	17	22	20	
0,0971	2100,0000	|	6	14	21	15	20	24	20	22	20	23	20	16	18	15	15	19	24	21	23	19	20	
0,0554	1900,0000	|	6	15	24	19	14	17	20	20	23	24	23	16	16	18	20	19	17	20	23	18	23	
0,0088	1800,0000	|	9	14	22	23	23	14	20	20	22	17	20	14	19	21	20	18	20	21	23	22	20	
0,0509	3400,0000	|	9	14	23	20	21	18	20	23	15	24	23	18	14	18	19	20	22	21	20	18	20	
0,0401	5500,0000	|	14	17	24	20	18	20	20	21	22	22	19	20	15	21	14	24	20	14	23	22	19	
0,0742	3900,0000	|	4	21	18	21	20	15	19	20	20	24	23	18	14	15	19	18	18	24	14	20	24	
0,0991	5300,0000	|	6	17	23	23	15	22	20	19	21	23	20	14	17	15	20	24	20	15	16	22	20	
0,0155	2500,0000	|	3	18	20	21	17	15	16	20	23	24	20	17	23	18	20	21	18	20	21	15	18	
0,0316	6300,0000	|	9	19	21	23	20	16	19	23	18	24	23	15	16	19	20	19	15	21	23	15	20	
0,0776	5650,0000	|	6	15	23	20	23	16	20	21	20	19	23	23	17	21	19	19	15	14	24	15	19	
0,0519	2100,0000	|	6	15	23	23	19	17	20	20	21	15	20	16	20	19	19	20	21	21	19	21	20	
0,0121	6650,0000	|	11	17	22	22	21	24	19	20	21	20	15	20	15	24	15	20	22	15	21	21	17	
0,0415	2000,0000	|	6	15	22	23	20	17	19	20	15	23	23	15	15	20	20	19	20	21	20	22	20	
0,0911	1700,0000	|	6	17	23	19	15	18	20	18	20	24	20	20	16	21	15	19	20	21	23	22	19	
0,0487	2200,0000	|	6	14	20	21	23	22	16	23	15	19	20	18	18	21	20	20	20	22	15	18	24	
0,0373	2800,0000	|	6	14	20	20	20	22	19	18	20	23	23	15	20	16	20	19	23	16	19	18	23	
0,0730	1400,0000	|	8	14	14	24	20	15	24	21	20	23	23	17	19	19	16	23	23	16	21	18	23	
0,0253	2800,0000	|	9	18	21	20	15	19	20	20	20	23	23	17	18	20	24	21	15	19	23	15	20	
0,0805	6700,0000	|	10	18	23	21	21	23	18	23	15	23	16	17	20	20	18	20	15	24	19	19	17	
0,0637	4200,0000	|	6	15	20	22	20	16	20	20	20	24	23	18	18	21	21	16	19	14	19	21	20	
0,0215	4600,0000	|	6	15	21	20	21	19	19	21	20	24	20	18	15	18	20	20	23	17	15	18	23	
0,0700	5250,0000	|	9	17	23	23	16	15	20	22	23	24	24	16	17	20	20	20	14	19	19	18	19	
0,0431	3850,0000	|	8	17	23	23	18	14	20	20	19	24	15	22	20	19	19	19	20	21	23	15	19	
0,0274	2850,0000	|	8	16	16	24	20	18	20	20	20	23	20	17	20	20	23	20	19	16	20	15	23	
0,0098	5000,0000	|	9	19	21	20	20	16	20	20	20	23	23	18	16	21	19	20	15	21	23	15	20	
0,0544	2350,0000	|	9	16	20	20	20	15	20	23	20	24	20	16	17	21	20	24	20	18	16	22	20	
0,0625	2650,0000	|	14	19	16	21	21	19	20	21	20	23	20	16	15	23	18	20	20	24	20	21	20	
0,0842	3050,0000	|	8	18	21	23	19	14	20	20	19	24	20	14	20	19	19	19	20	21	23	18	19	
0,0035	1600,0000	|	9	16	24	20	16	18	20	21	15	24	20	17	19	21	19	20	20	22	23	18	20	
0,0196	5100,0000	|	17	17	24	24	20	16	19	19	20	24	23	20	19	21	19	20	15	15	19	20	24	
0,0785	3400,0000	|	8	14	20	24	17	16	24	22	20	22	23	17	19	19	16	23	15	15	20	21	23	
0,0942	2250,0000	|	9	15	24	19	15	18	20	20	22	23	24	17	19	19	19	20	23	17	23	15	20	
0,0206	1000,0000	|	6	17	15	22	16	19	20	20	20	24	20	17	20	20	19	20	23	16	17	23	23	
0,0189	4100,0000	|	17	20	24	21	21	16	20	20	20	22	20	15	14	24	16	23	20	18	20	21	24	
0,0877	5150,0000	|	7	18	18	23	21	23	18	21	18	23	20	16	17	21	14	18	23	19	14	19	23	
0,0765	4000,0000	|	6	19	21	23	15	16	20	23	18	24	23	14	17	18	20	19	15	21	23	15	23	
0,0131	2200,0000	|	8	18	23	21	14	22	15	23	15	24	23	17	20	14	19	22	16	21	19	22	23	
0,0669	3000,0000	|	9	14	15	24	20	19	24	21	20	23	23	18	16	20	16	20	23	18	22	15	20	
0,0716	1400,0000	|	9	15	24	20	15	18	20	23	15	24	20	16	20	21	19	23	19	22	22	18	20	
