[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	14,00	17,02 (13,00)	5,13	0,28	0,00], [(0,00) -13,98	24,00	10,02 (0,00)	4,95	3,82	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	8,06	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	14,00	17,02 (12,00)	5,13	0,28	0,00], [(0,00) -12,98	24,00	11,02 (1,00)	4,90	3,85	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	8,10	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	14,00	17,02 (12,00)	5,13	0,28	0,00], [(0,00) -12,98	24,00	11,02 (0,00)	4,90	3,85	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	8,11	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	14,00	17,02 (12,00)	5,13	0,28	0,00], [(0,00) -12,98	24,00	11,02 (0,00)	4,90	3,85	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	8,11	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	14,00	17,02 (12,00)	5,13	0,28	0,00], [(0,00) -12,98	24,00	11,02 (0,00)	4,90	3,85	0,00], [(0,00) -6,98	23,00	16,02 (0,00)	4,70	7,35	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	14,00	17,02 (12,00)	5,13	0,28	0,00], [(0,00) -12,98	23,00	10,02 (0,00)	4,92	3,09	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	7,34	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	14,00	17,02 (11,00)	5,13	0,28	0,00], [(0,00) -11,98	24,00	12,02 (2,00)	4,85	3,89	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	8,13	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	14,00	17,02 (11,00)	5,13	0,28	0,00], [(0,00) -11,98	24,00	12,02 (1,00)	4,85	3,89	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	8,15	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	14,00	17,02 (11,00)	5,13	0,28	0,00], [(0,00) -11,98	24,00	12,02 (1,00)	4,85	3,89	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	8,15	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	14,00	17,02 (11,00)	5,13	0,28	0,00], [(0,00) -11,98	24,00	12,02 (1,00)	4,85	3,89	0,00], [(0,00) -6,98	23,00	16,02 (0,00)	4,70	7,38	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	14,00	17,02 (11,00)	5,13	0,28	0,00], [(0,00) -11,98	24,00	12,02 (0,00)	4,85	3,89	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	8,16	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	14,00	17,02 (11,00)	5,13	0,28	0,00], [(0,00) -11,98	24,00	12,02 (0,00)	4,85	3,89	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	8,16	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	14,00	17,02 (11,00)	5,13	0,28	0,00], [(0,00) -11,98	24,00	12,02 (0,00)	4,85	3,89	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	8,16	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	14,00	17,02 (11,00)	5,13	0,28	0,00], [(0,00) -11,98	24,00	12,02 (0,00)	4,85	3,89	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	7,39	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	14,00	17,02 (11,00)	5,13	0,28	0,00], [(0,00) -11,98	24,00	12,02 (0,00)	4,85	3,89	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	7,39	0,00]]
