[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	24,00	13,02 (1,00)	4,80	4,81	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	9,08	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	24,00	13,02 (1,00)	4,80	4,81	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	8,31	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	24,00	13,02 (1,00)	4,80	4,81	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	8,31	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	24,00	13,02 (1,00)	4,80	4,81	0,00], [(0,00) -5,98	22,00	16,02 (0,00)	4,70	7,57	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	4,81	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	9,09	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	4,81	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	9,09	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	4,81	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	9,09	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	4,81	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	9,09	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	4,81	0,00], [(0,00) -4,98	23,00	18,02 (2,00)	4,66	8,32	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	4,81	0,00], [(0,00) -4,98	23,00	18,02 (2,00)	4,66	8,32	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	4,81	0,00], [(0,00) -4,98	23,00	18,02 (2,00)	4,66	8,32	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	4,81	0,00], [(0,00) -4,98	22,00	17,02 (1,00)	4,68	7,58	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	4,81	0,00], [(0,00) -4,98	22,00	17,02 (1,00)	4,68	7,58	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	4,81	0,00], [(0,00) -4,98	21,00	16,02 (0,00)	4,71	6,79	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	23,00	12,02 (2,00)	4,82	4,05	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	8,29	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	23,00	12,02 (1,00)	4,82	4,05	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	8,31	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	23,00	12,02 (1,00)	4,82	4,05	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	8,31	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	23,00	12,02 (1,00)	4,82	4,05	0,00], [(0,00) -6,98	23,00	16,02 (0,00)	4,70	7,54	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	23,00	12,02 (0,00)	4,82	4,05	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	8,32	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	23,00	12,02 (0,00)	4,82	4,05	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	8,32	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	23,00	12,02 (0,00)	4,82	4,05	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	8,32	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	23,00	12,02 (0,00)	4,82	4,05	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	7,55	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	23,00	12,02 (0,00)	4,82	4,05	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	7,55	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	23,00	12,02 (0,00)	4,82	4,05	0,00], [(0,00) -5,98	22,00	16,02 (0,00)	4,70	6,80	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	22,00	11,02 (1,00)	4,85	3,28	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	7,52	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	22,00	11,02 (0,00)	4,85	3,28	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	7,54	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	22,00	11,02 (0,00)	4,85	3,28	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	7,54	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	22,00	11,02 (0,00)	4,85	3,28	0,00], [(0,00) -6,98	23,00	16,02 (0,00)	4,70	6,77	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (11,00)	5,00	0,62	0,00], [(0,00) -10,98	21,00	10,02 (0,00)	4,88	2,47	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	6,72	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (4,00)	4,76	4,83	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	9,08	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (3,00)	4,76	4,83	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	9,09	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (3,00)	4,76	4,83	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	9,09	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (3,00)	4,76	4,83	0,00], [(0,00) -6,98	23,00	16,02 (0,00)	4,70	8,33	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (2,00)	4,76	4,83	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	9,10	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (2,00)	4,76	4,83	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	9,10	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (2,00)	4,76	4,83	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	9,10	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (2,00)	4,76	4,83	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	8,34	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (2,00)	4,76	4,83	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	8,34	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (2,00)	4,76	4,83	0,00], [(0,00) -5,98	22,00	16,02 (0,00)	4,70	7,59	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (1,00)	4,76	4,83	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	9,11	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (1,00)	4,76	4,83	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	9,11	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (1,00)	4,76	4,83	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	9,11	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (1,00)	4,76	4,83	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	9,11	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (1,00)	4,76	4,83	0,00], [(0,00) -4,98	23,00	18,02 (2,00)	4,66	8,35	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (1,00)	4,76	4,83	0,00], [(0,00) -4,98	23,00	18,02 (2,00)	4,66	8,35	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (1,00)	4,76	4,83	0,00], [(0,00) -4,98	23,00	18,02 (2,00)	4,66	8,35	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (1,00)	4,76	4,83	0,00], [(0,00) -4,98	22,00	17,02 (1,00)	4,68	7,60	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (1,00)	4,76	4,83	0,00], [(0,00) -4,98	22,00	17,02 (1,00)	4,68	7,60	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (1,00)	4,76	4,83	0,00], [(0,00) -4,98	21,00	16,02 (0,00)	4,71	6,81	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (0,00)	4,76	4,83	0,00], [(0,00) -3,98	24,00	20,02 (4,00)	4,63	9,12	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (0,00)	4,76	4,83	0,00], [(0,00) -3,98	24,00	20,02 (4,00)	4,63	9,12	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (0,00)	4,76	4,83	0,00], [(0,00) -3,98	24,00	20,02 (4,00)	4,63	9,12	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (0,00)	4,76	4,83	0,00], [(0,00) -3,98	24,00	20,02 (4,00)	4,63	9,12	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (0,00)	4,76	4,83	0,00], [(0,00) -3,98	24,00	20,02 (4,00)	4,63	9,12	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (0,00)	4,76	4,83	0,00], [(0,00) -3,98	23,00	19,02 (3,00)	4,65	8,35	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (0,00)	4,76	4,83	0,00], [(0,00) -3,98	23,00	19,02 (3,00)	4,65	8,35	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (0,00)	4,76	4,83	0,00], [(0,00) -3,98	23,00	19,02 (3,00)	4,65	8,35	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (0,00)	4,76	4,83	0,00], [(0,00) -3,98	23,00	19,02 (3,00)	4,65	8,35	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (0,00)	4,76	4,83	0,00], [(0,00) -3,98	22,00	18,02 (2,00)	4,67	7,61	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (0,00)	4,76	4,83	0,00], [(0,00) -3,98	22,00	18,02 (2,00)	4,67	7,61	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (0,00)	4,76	4,83	0,00], [(0,00) -3,98	22,00	18,02 (2,00)	4,67	7,61	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (0,00)	4,76	4,83	0,00], [(0,00) -3,98	21,00	17,02 (1,00)	4,69	6,82	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (0,00)	4,76	4,83	0,00], [(0,00) -3,98	21,00	17,02 (1,00)	4,69	6,82	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	24,00	14,02 (0,00)	4,76	4,83	0,00], [(0,00) -3,98	20,00	16,02 (0,00)	4,73	6,02	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	23,00	13,02 (3,00)	4,78	4,07	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	8,32	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	23,00	13,02 (2,00)	4,78	4,07	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	8,33	0,00]]
[[(0,00) -1,98	23,00	21,02 (0,00)	4,63	3,53	0,00], [(0,00) 3,02	15,00	18,02 (10,00)	5,00	0,62	0,00], [(0,00) -9,98	23,00	13,02 (2,00)	4,78	4,07	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	8,33	0,00]]
