13,0939	25,807	20,8276	
13,9279	25,7075	20,8275	
12,9996	25,673	21,0673	
13,8373	25,5794	21,0672	
12,9937	25,2915	21,4913	
13,8337	25,2055	21,4912	
13,1322	24,6554	22,2458	
13,8621	24,5993	22,2455	
14,7065	24,5233	22,2452	
13,0731	25,4144	21,0671	
13,8998	25,3221	21,0669	
13,1233	25,0028	21,5602	
13,9613	24,9204	21,5601	
13,2628	24,3983	22,3469	
13,9917	24,3441	22,3465	
14,8372	24,2714	22,3463	
13,1731	24,6141	21,7459	
14,0035	24,537	21,7458	
13,3409	24,0266	22,6533	
14,0712	23,9776	22,653	
14,9152	23,9106	22,6527	
13,43	23,3862	22,9816	
14,1489	23,3492	22,9479	
14,961	23,2919	22,8956	
15,7765	23,2373	22,8457	
13,2284	24,9368	21,2377	
14,0651	24,8537	21,2376	
13,2087	24,7002	21,5202	
14,0376	24,6203	21,52	
13,352	24,1371	22,3276	
14,0768	24,0833	22,3271	
14,927	24,0144	22,3269	
13,2528	24,3013	21,7562	
14,0735	24,2257	21,7559	
13,4154	23,752	22,691	
14,1417	23,703	22,6905	
14,9902	23,6392	22,6903	
14,224	23,1023	22,7989	
15,0302	23,0498	22,7499	
15,8451	22,9954	22,6991	
13,342	23,7367	22,0483	
14,1747	23,6714	22,0481	
13,4431	23,3385	22,8701	
14,1662	23,2926	22,8695	
15,0183	23,2349	22,8693	
14,2534	22,7145	22,4733	
15,0562	22,6676	22,4289	
15,8708	22,6164	22,3805	
14,3284	22,0318	21,8528	
15,0722	22,0243	21,8456	
15,9126	21,9583	21,7822	
16,7143	21,921	21,7465	
13,221	24,5803	21,1817	
14,0495	24,5021	21,1815	
13,1307	24,3418	21,6333	
13,9654	24,2706	21,6332	
13,2713	23,8228	22,4511	
13,9988	23,7748	22,4507	
14,846	23,7113	22,4505	
13,2227	23,9662	21,7988	
14,0439	23,8971	21,7985	
13,3857	23,4601	22,7464	
14,1121	23,4149	22,746	
14,9604	23,3557	22,7457	
14,1942	22,8559	22,6081	
15,0007	22,8067	22,5616	
15,8156	22,7558	22,5135	
13,3603	23,4218	22,076	
14,1918	23,3607	22,0758	
14,1835	23,0076	22,7349	
15,0362	22,9535	22,684	
14,2717	22,4639	22,2721	
15,0738	22,4199	22,23	
15,8883	22,3713	22,1835	
14,3465	21,8173	21,6784	
15,0898	21,8103	21,6717	
15,9305	21,7473	21,6106	
16,7326	21,7118	21,5762	
13,3573	22,8976	22,1852	
14,1873	22,8435	22,185	
13,4095	22,5542	22,3317	
14,1353	22,5172	22,2965	
14,9844	22,4691	22,2507	
14,2444	22,0414	21,8857	
15,0454	22,0022	21,848	
15,8598	21,9584	21,8057	
14,3536	21,4381	21,3272	
15,0953	21,4319	21,3212	
15,9368	21,3738	21,2645	
16,7398	21,3415	21,233	
14,3587	20,7804	20,6986	
15,1139	20,7586	20,6772	
15,9287	20,7284	20,6475	
16,7404	20,6887	20,6086	
17,4987	20,6563	20,5767	
