0,0773	25,8336	24,6243	
0,079	25,7669	24,5742	
0,0812	25,6843	24,5118	
0,0838	25,5823	24,4344	
0,0871	25,4569	24,3386	
0,0912	25,3036	24,2206	
0,0963	25,1174	24,076	
0,1031	24,8929	23,8999	
0,1108	24,6249	23,687	
0,079	25,7662	24,5736	
0,0807	25,7005	24,5241	
0,0829	25,6192	24,4624	
0,0855	25,5187	24,3859	
0,0888	25,3951	24,2911	
0,0929	25,2439	24,1744	
0,098	25,0601	24,0313	
0,1048	24,8385	23,8569	
0,1125	24,5738	23,6461	
0,0812	25,6826	24,5106	
0,0829	25,6182	24,4618	
0,085	25,5384	24,401	
0,0876	25,4397	24,3255	
0,0909	25,3183	24,232	
0,095	25,1697	24,1168	
0,1002	24,989	23,9756	
0,1069	24,7709	23,8034	
0,1146	24,5101	23,5951	
0,0838	25,5794	24,4323	
0,0855	25,5166	24,3844	
0,0877	25,4385	24,3246	
0,0903	25,3421	24,2504	
0,0936	25,2233	24,1586	
0,0977	25,0779	24,0453	
0,1028	24,9009	23,9063	
0,1096	24,6871	23,7367	
0,1173	24,4311	23,5315	
0,0871	25,4527	24,3355	
0,0888	25,3916	24,2886	
0,091	25,3157	24,2302	
0,0936	25,2219	24,1575	
0,0969	25,1064	24,0676	
0,101	24,9647	23,9566	
0,1061	24,7922	23,8204	
0,1129	24,5835	23,6541	
0,1206	24,3334	23,4527	
0,0917	25,2832	24,2149	
0,0935	25,2235	24,1685	
0,0956	25,1493	24,1107	
0,0983	25,0575	24,0389	
0,1017	24,9444	23,9499	
0,1059	24,8056	23,8401	
0,1111	24,6365	23,7053	
0,1179	24,4318	23,5407	
0,1257	24,1861	23,3411	
0,1017	24,9256	24,0431	
0,1034	24,8703	23,9983	
0,1056	24,8016	23,9424	
0,1083	24,7164	23,873	
0,1117	24,6112	23,7869	
0,1158	24,482	23,6806	
0,1211	24,324	23,55	
0,1279	24,1323	23,3903	
0,1357	23,9016	23,1962	
0,1454	23,6264	22,9612	
0,1144	24,5135	23,77	
0,1162	24,4629	23,7278	
0,1184	24,4001	23,6751	
0,1211	24,322	23,6095	
0,1244	24,2255	23,5281	
0,1286	24,1066	23,4275	
0,1339	23,9609	23,3036	
0,1407	23,7836	23,1512	
0,1486	23,5693	22,9654	
0,1583	23,3128	22,7413	
0,1703	23,0087	22,4736	
0,1313	23,9993	23,3719	
0,1335	23,9425	23,3232	
0,1362	23,872	23,2624	
0,1395	23,7845	23,187	
0,1437	23,6766	23,0932	
0,149	23,544	22,9771	
0,1559	23,382	22,8346	
0,1637	23,1856	22,661	
0,1735	22,9493	22,4509	
0,1855	22,6679	22,1992	
0,2005	22,3365	21,9005	
0,079	25,7661	24,5735	
0,0807	25,7005	24,524	
0,0829	25,6192	24,4624	
0,0855	25,5187	24,3858	
0,0888	25,3951	24,2911	
0,0929	25,2439	24,1744	
0,098	25,0602	24,0313	
0,1048	24,8386	23,857	
0,1125	24,5739	23,6462	
0,0808	25,6997	24,5235	
0,0825	25,6351	24,4745	
0,0846	25,555	24,4136	
0,0872	25,4559	24,3378	
0,0905	25,3341	24,2441	
0,0946	25,185	24,1287	
0,0997	25,0037	23,987	
0,1065	24,7849	23,8144	
0,1142	24,5233	23,6057	
0,0829	25,6174	24,4611	
0,0846	25,554	24,4129	
0,0867	25,4753	24,3528	
0,0894	25,3781	24,2781	
0,0927	25,2584	24,1857	
0,0968	25,1118	24,0717	
0,1019	24,9334	23,9319	
0,1086	24,7181	23,7614	
0,1163	24,4604	23,5551	
0,0855	25,5158	24,3837	
0,0872	25,4538	24,3363	
0,0894	25,3769	24,2773	
0,092	25,2818	24,2039	
0,0953	25,1647	24,113	
0,0994	25,0212	24,0009	
0,1045	24,8464	23,8633	
0,1113	24,6353	23,6954	
0,119	24,3823	23,4921	
0,0888	25,3908	24,288	
0,0905	25,3306	24,2416	
0,0927	25,2558	24,1838	
0,0953	25,1633	24,112	
0,0986	25,0493	24,0229	
0,1027	24,9095	23,9131	
0,1078	24,7391	23,7782	
0,1146	24,5329	23,6135	
0,1223	24,2856	23,414	
0,0934	25,2236	24,1686	
0,0952	25,1647	24,1228	
0,0973	25,0915	24,0656	
0,10	25,0009	23,9945	
0,1034	24,8892	23,9064	
0,1076	24,7522	23,7977	
0,1128	24,585	23,6641	
0,1197	24,3827	23,501	
0,1275	24,1397	23,3033	
0,1034	24,8706	23,9986	
0,1051	24,816	23,9543	
0,1073	24,7482	23,899	
0,11	24,664	23,8302	
0,1134	24,5601	23,745	
0,1176	24,4323	23,6397	
0,1228	24,2761	23,5102	
0,1297	24,0865	23,352	
0,1375	23,8581	23,1593	
0,1472	23,5855	22,9262	
0,1162	24,4634	23,7282	
0,1179	24,4135	23,6864	
0,1201	24,3513	23,6342	
0,1228	24,2741	23,5692	
0,1262	24,1786	23,4886	
0,1303	24,061	23,3888	
0,1356	23,9168	23,266	
0,1425	23,7412	23,1146	
0,1503	23,529	22,9303	
0,16	23,2747	22,708	
0,1721	22,9732	22,4423	
0,133	23,9548	23,3338	
0,1352	23,8986	23,2854	
0,1379	23,8288	23,2252	
0,1413	23,7422	23,1504	
0,1455	23,6353	23,0571	
0,1508	23,5039	22,9419	
0,1576	23,3434	22,8005	
0,1655	23,1486	22,6282	
0,1752	22,9143	22,4198	
0,1873	22,6351	22,1698	
0,2023	22,306	21,873	
0,0812	25,6825	24,5104	
0,0829	25,6182	24,4616	
0,085	25,5384	24,4008	
0,0876	25,4397	24,3253	
0,0909	25,3183	24,2319	
0,095	25,1698	24,1168	
0,1002	24,9891	23,9756	
0,1069	24,7711	23,8034	
0,1146	24,5104	23,5952	
0,0829	25,6174	24,461	
0,0846	25,554	24,4128	
0,0867	25,4753	24,3527	
0,0894	25,3781	24,278	
0,0927	25,2584	24,1856	
0,0968	25,1118	24,0717	
0,1019	24,9335	23,9319	
0,1086	24,7182	23,7614	
0,1163	24,4605	23,5552	
0,085	25,5366	24,3996	
0,0867	25,4744	24,352	
0,0888	25,3971	24,2927	
0,0915	25,3016	24,2191	
0,0948	25,184	24,1279	
0,0989	25,0399	24,0154	
0,104	24,8644	23,8774	
0,1108	24,6524	23,709	
0,1184	24,3985	23,5052	
0,0877	25,4369	24,3233	
0,0894	25,376	24,2765	
0,0915	25,3005	24,2182	
0,0941	25,207	24,1458	
0,0974	25,0919	24,0562	
0,1015	24,9507	23,9455	
0,1067	24,7788	23,8096	
0,1134	24,5708	23,6438	
0,1211	24,3215	23,4429	
0,091	25,3141	24,2288	
0,0927	25,2549	24,1831	
0,0948	25,1815	24,126	
0,0975	25,0905	24,0551	
0,1008	24,9784	23,9673	
0,1049	24,8408	23,8588	
0,11	24,673	23,7256	
0,1167	24,47	23,5629	
0,1244	24,2262	23,3656	
0,0956	25,1495	24,111	
0,0973	25,0916	24,0658	
0,0995	25,0197	24,0093	
0,1022	24,9305	23,9391	
0,1055	24,8206	23,8521	
0,1097	24,6857	23,7448	
0,115	24,521	23,6128	
0,1218	24,3216	23,4515	
0,1296	24,0819	23,256	
0,1055	24,8023	23,9432	
0,1073	24,7486	23,8994	
0,1094	24,6817	23,8448	
0,1121	24,5988	23,7769	
0,1155	24,4964	23,6927	
0,1197	24,3705	23,5886	
0,125	24,2165	23,4606	
0,1318	24,0294	23,3041	
0,1396	23,8038	23,1131	
0,1493	23,5346	22,8824	
0,1183	24,4012	23,6761	
0,12	24,352	23,6348	
0,1222	24,2907	23,5832	
0,1249	24,2145	23,5189	
0,1283	24,1203	23,4392	
0,1325	24,0042	23,3406	
0,1378	23,8619	23,2189	
0,1446	23,6884	23,0689	
0,1524	23,4787	22,8865	
0,1622	23,2273	22,6664	
0,1742	22,9289	22,4031	
0,1351	23,8994	23,2861	
0,1373	23,8439	23,2383	
0,14	23,7749	23,1787	
0,1434	23,6894	23,1045	
0,1476	23,5838	23,012	
0,1529	23,4539	22,898	
0,1598	23,2952	22,758	
0,1676	23,1025	22,5873	
0,1774	22,8706	22,3808	
0,1894	22,5941	22,1329	
0,2044	22,268	21,8386	
0,0838	25,5794	24,432	
0,0855	25,5165	24,3841	
0,0877	25,4385	24,3244	
0,0903	25,3421	24,2502	
0,0936	25,2234	24,1584	
0,0977	25,0781	24,0452	
0,1028	24,9011	23,9063	
0,1096	24,6874	23,7368	
0,1172	24,4316	23,5318	
0,0855	25,5157	24,3835	
0,0872	25,4538	24,3361	
0,0894	25,3769	24,2771	
0,092	25,2819	24,2037	
0,0953	25,1648	24,1129	
0,0994	25,0213	24,0008	
0,1045	24,8466	23,8633	
0,1113	24,6355	23,6955	
0,119	24,3826	23,4923	
0,0877	25,4368	24,3231	
0,0894	25,376	24,2764	
0,0915	25,3005	24,2181	
0,0941	25,207	24,1458	
0,0974	25,0919	24,0561	
0,1015	24,9508	23,9455	
0,1067	24,7789	23,8096	
0,1134	24,571	23,6439	
0,1211	24,3217	23,443	
0,0903	25,3393	24,2481	
0,092	25,2798	24,2022	
0,0942	25,2059	24,1449	
0,0968	25,1144	24,0737	
0,1001	25,0017	23,9855	
0,1042	24,8635	23,8766	
0,1093	24,6949	23,7429	
0,1161	24,4908	23,5796	
0,1238	24,246	23,3816	
0,0936	25,2192	24,1553	
0,0953	25,1613	24,1103	
0,0975	25,0894	24,0542	
0,1001	25,0003	23,9845	
0,1034	24,8905	23,8981	
0,1075	24,7557	23,7913	
0,1126	24,5912	23,6602	
0,1194	24,3918	23,4999	
0,1271	24,1523	23,3054	
0,0982	25,0579	24,0394	
0,10	25,0012	23,9949	
0,1021	24,9307	23,9394	
0,1048	24,8434	23,8703	
0,1082	24,7356	23,7847	
0,1124	24,6032	23,6789	
0,1176	24,4416	23,5489	
0,1245	24,2457	23,3899	
0,1323	24,01	23,197	
0,1082	24,7177	23,8742	
0,1099	24,665	23,8311	
0,1121	24,5994	23,7774	
0,1148	24,518	23,7105	
0,1182	24,4175	23,6276	
0,1224	24,2938	23,525	
0,1276	24,1424	23,3989	
0,1345	23,9584	23,2445	
0,1423	23,7364	23,0556	
0,152	23,4711	22,8278	
0,121	24,3239	23,6112	
0,1227	24,2756	23,5705	
0,1249	24,2153	23,5197	
0,1276	24,1405	23,4564	
0,131	24,0478	23,3778	
0,1352	23,9336	23,2805	
0,1404	23,7935	23,16	
0,1473	23,6227	23,012	
0,1551	23,4161	22,8319	
0,1648	23,1682	22,6144	
0,1769	22,8737	22,3542	
0,1378	23,8305	23,2268	
0,14	23,7759	23,1796	
0,1427	23,7079	23,1207	
0,1461	23,6237	23,047	
0,1503	23,5196	22,9558	
0,1556	23,3916	22,8432	
0,1624	23,2351	22,7049	
0,1703	23,0451	22,5363	
0,18	22,8161	22,3321	
0,1921	22,5429	22,0869	
0,2071	22,2205	21,7956	
0,0871	25,4525	24,335	
0,0888	25,3915	24,2882	
0,091	25,3157	24,2298	
0,0936	25,222	24,1572	
0,0969	25,1065	24,0674	
0,101	24,965	23,9565	
0,1061	24,7926	23,8204	
0,1129	24,5841	23,6542	
0,1206	24,3341	23,453	
0,0889	25,3907	24,2876	
0,0906	25,3305	24,2413	
0,0927	25,2558	24,1835	
0,0953	25,1634	24,1117	
0,0986	25,0494	24,0228	
0,1027	24,9097	23,913	
0,1078	24,7394	23,7782	
0,1146	24,5334	23,6136	
0,1223	24,2862	23,4142	
0,091	25,314	24,2285	
0,0927	25,2549	24,1828	
0,0948	25,1814	24,1258	
0,0975	25,0905	24,0549	
0,1008	24,9784	23,9671	
0,1049	24,8409	23,8588	
0,11	24,6733	23,7256	
0,1167	24,4703	23,563	
0,1244	24,2266	23,3658	
0,0936	25,2192	24,1551	
0,0953	25,1613	24,1102	
0,0975	25,0894	24,0541	
0,1001	25,0004	23,9844	
0,1034	24,8905	23,898	
0,1075	24,7558	23,7913	
0,1126	24,5913	23,6601	
0,1194	24,392	23,4999	
0,1271	24,1525	23,3055	
0,097	25,1023	24,0642	
0,0987	25,046	24,0202	
0,1008	24,9759	23,9653	
0,1034	24,8892	23,897	
0,1067	24,7821	23,8122	
0,1108	24,6506	23,7076	
0,116	24,49	23,5789	
0,1227	24,2951	23,4216	
0,1304	24,0608	23,2305	
0,1016	24,945	23,9507	
0,1033	24,8897	23,9071	
0,1055	24,821	23,8526	
0,1082	24,7358	23,7849	
0,1115	24,6306	23,7009	
0,1157	24,5014	23,5972	
0,121	24,3435	23,4695	
0,1278	24,1518	23,3134	
0,1356	23,921	23,1238	
0,1115	24,6132	23,7888	
0,1133	24,5617	23,7465	
0,1154	24,4976	23,6938	
0,1181	24,4181	23,6282	
0,1215	24,3198	23,5468	
0,1257	24,1988	23,4461	
0,131	24,0507	23,3222	
0,1378	23,8704	23,1699	
0,1456	23,6528	22,9841	
0,1553	23,3924	22,7599	
0,1243	24,2283	23,5307	
0,126	24,181	23,4907	
0,1282	24,1221	23,4408	
0,1309	24,0488	23,3786	
0,1343	23,9581	23,3014	
0,1385	23,8462	23,2055	
0,1438	23,7088	23,0867	
0,1506	23,5413	22,9411	
0,1585	23,3383	22,7639	
0,1682	23,0947	22,5497	
0,1802	22,805	22,2932	
0,1412	23,745	23,153	
0,1433	23,6915	23,1064	
0,1461	23,6249	23,0481	
0,1494	23,5422	22,9756	
0,1536	23,44	22,8858	
0,1589	23,3143	22,775	
0,1658	23,1605	22,6389	
0,1737	22,9736	22,4727	
0,1834	22,7483	22,2714	
0,1955	22,4792	22,0295	
0,2105	22,1613	21,7419	
0,0918	25,2821	24,2141	
0,0935	25,2234	24,1685	
0,0956	25,1505	24,1117	
0,0982	25,0602	24,0411	
0,1015	24,9489	23,9536	
0,1056	24,8124	23,8456	
0,1108	24,6459	23,7129	
0,1175	24,4442	23,5507	
0,1252	24,202	23,3542	
0,0935	25,2216	24,1672	
0,0952	25,1637	24,1221	
0,0973	25,0918	24,0659	
0,10	25,0028	23,996	
0,1033	24,8929	23,9094	
0,1074	24,7581	23,8024	
0,1125	24,5936	23,671	
0,1193	24,3942	23,5104	
0,1269	24,1547	23,3156	
0,0957	25,1466	24,1087	
0,0974	25,0897	24,0642	
0,0995	25,0189	24,0088	
0,1022	24,9314	23,9398	
0,1055	24,8233	23,8543	
0,1096	24,6906	23,7487	
0,1147	24,5285	23,6188	
0,1214	24,3321	23,4601	
0,1291	24,0959	23,2675	
0,0984	25,0537	24,0361	
0,1001	24,998	23,9923	
0,1022	24,9287	23,9378	
0,1049	24,8429	23,8699	
0,1082	24,737	23,7857	
0,1123	24,6068	23,6817	
0,1174	24,4479	23,5539	
0,1242	24,2549	23,3974	
0,1318	24,0228	23,2075	
0,1018	24,9392	23,9461	
0,1035	24,885	23,9032	
0,1056	24,8175	23,8498	
0,1082	24,7338	23,7833	
