1560.713	-16.1836701447
1559.794	-16.2906351952
1559.04	-16.3874814391
1558.187	-16.4936966355
1557.433	-16.5943020249
1556.613	-16.6932264099
1555.858	-16.7991979716
1555.038	-16.9041861238
1554.153	-17.0025225656
1553.398	-17.1052482918
1552.578	-17.209479255
1551.758	-17.3131471359
1550.971	-17.4163844514
1550.02	-17.518674924
1549.397	-17.6204774163
1548.61	-17.7250572169
1547.822	-17.8297974987
1547.002	-17.9277312438
1546.182	-18.027253669
1545.395	-18.1360744759
1544.608	-18.2321670435
1543.788	-18.3400332889
1543.001	-18.4407420676
1542.214	-18.5427683231
1541.426	-18.6476216177
1540.639	-18.7484378941
1539.852	-18.8497971544
1538.966	-18.9518391304
1538.278	-19.0551166031
1537.425	-19.1569215255
1536.638	-19.2612282601
1535.883	-19.3643992994
1535.096	-19.4619361805
1534.342	-19.5697320948
1533.587	-19.6718793469
1532.8	-19.771743307
1532.013	-19.8743254756
1531.226	-19.9816332117
1530.438	-20.0834248396
1529.651	-20.1830587624
