14	0	-15.0024555235	-1.22325470572	5.38283853373	3.939049344699999
14	1	-14.0023000114	-0.0996129205451	5.36402568685	3.7822441760000025
14	2	-13.0025661873	0.803735885837	5.36269036288	3.808903200799998
14	3	-12.0021273471	1.80067877006	5.35198824891	3.7694076672999994
14	4	-11.0025657267	2.89070312242	5.33324638274	3.6624461613000037
14	5	-10.0024555235	3.98978516596	5.31613806808	3.5544574961999995
14	6	-9.0024189135	5.01134070792	5.30427745951	3.5119220479099997
14	7	-8.00265575278	5.94436866769	5.30011552736	3.5421959936399983
14	8	-7.00221180698	6.96567912541	5.28645057224	3.5074071601899988
14	9	-6.0021969429	7.96162340971	5.27510087114	3.4950098614
14	10	-5.00207670525	8.94813564459	5.2650465347	3.4923614347999976
14	11	-4.00243847254	9.93876108593	5.25496347555	3.488458264210003
14	12	-3.00205613332	10.9094939953	5.24839374774	3.50239536472
14	13	-2.00256705953	11.9423292315	5.23478145559	3.46907872257
14	14	-1.00040771122	13.0069783768	5.21831711687	3.4149172885900008
14	15	-0.00185235846574	13.9653819471	5.2162216033	3.440831631392003
14	16	0.999795707721	15.0141528012	5.20379005706	3.400539455291998
14	17	1.99725139159	16.0263602177	5.19655078979	3.3859922534799978
14	18	2.99972553472	16.982652064	5.19822265755	3.41882633104
14	19	3.99785345451	17.9796250816	5.1947352307	3.4176148985399983
14	20	4.99973162103	19.0313529126	5.18503296783	3.37771404275707
14	21	5.99759781949	20.0973360671	5.17365923213	3.3242896015699994
14	22	6.99777958327	20.9670459138	5.18902476944	3.423112004630001
15	0	-16.0025384484	-1.22530510337	5.32262560246	3.2179106701000038
15	1	-15.0022800024	-0.0792884219444	5.29897781501	3.0362360102999997
15	2	-14.0020826815	0.845172172436	5.28970746408	3.0391236840000033
15	3	-13.0019858723	1.95245157884	5.27375413263	2.908242522000002
15	4	-12.0018769874	2.86218968193	5.26835021534	2.938561030499999
15	5	-11.0022124965	3.81047707911	5.25888112146	2.944633230500001
15	6	-10.0023840433	4.86111072966	5.24055445168	2.8767655858800047
15	7	-9.00230018321	5.95488447648	5.2167034369	2.7803443231100005
15	8	-8.00232223877	6.9843222833	5.19732358475	2.7376001893599984
15	9	-7.00247921853	7.87019877579	5.19188465623	2.80822874389
15	10	-6.00222483344	9.0329807449	5.15943583398	2.6695784967500007
15	11	-5.00198587234	9.8712244022	5.16097160551	2.781846294510002
15	12	-4.00203865687	11.0056811313	5.13268245152	2.6694859772900035
15	13	-3.00185639927	12.0384134715	5.11644806	2.63686524167
15	14	-2.00036301639	12.9607721392	5.11387654883	2.6905961456200007
15	15	-1.0019773704	13.9234720779	5.10821686881	2.7125152943639996
15	16	-0.000548106739755	14.9758812971	5.09433227395	2.669456374149002
15	17	0.997791170687	15.991078501	5.08552742412	2.6531938260500016
15	18	1.99974616433	16.9494345764	5.08464463858	2.683585873080002
15	19	2.99782477282	17.9483010057	5.07983447918	2.6807080988499976
15	20	3.99999069052	19.0014976451	5.07022273744	2.6402172140810016
15	21	4.9980226296	20.0562952087	5.060781723	2.595885299366998
15	22	5.99745990709	20.9391162246	5.07120348293	2.683076978040001
16	0	-17.0021078432	-1.2513288138	5.2839101694	2.533904639200003
16	1	-16.0027486084	-0.261383558768	5.26683178803	2.4636113214999966
16	2	-15.0022996061	0.864658669362	5.24596236725	2.3015498976999993
16	3	-14.002268379	1.88509342775	5.23149749775	2.2319138699000014
16	4	-13.0020248037	2.81970922232	5.21987449739	2.2371893138999965
16	5	-12.0022088293	3.81407406235	5.20231546783	2.2033642248000014
16	6	-11.0020083419	4.8706506382	5.17933746451	2.1284574662300013
16	7	-10.0023000114	5.82109462419	5.163006741	2.13936971305
16	8	-9.0019805279	6.87186932389	5.13832540303	2.07867092595
16	9	-8.00227545218	7.95394692865	5.11065917422	1.9975884261299974
16	10	-7.00231397633	8.95221341904	5.09059076815	1.9835784527800016
16	11	-6.00204156538	9.99398098672	5.06787973781	1.939633903219999
16	12	-5.00238157146	10.9451739185	5.05484823595	1.9658562713500007
16	13	-4.00274860841	11.9853328465	5.03552842217	1.9267623037299977
16	14	-3.00036532261	12.91353195	5.02868123235	1.975625938179002
16	15	-2.00231977257	13.8807720797	5.019765316	1.9931772172009996
16	16	-1.00015811263	14.9373484661	5.00452898295	1.9477255375600002
16	17	-0.00210784323381	15.9556858465	4.99416686286	1.9287695956500013
16	18	0.999699821361	16.9163890608	4.99096524508	1.9566735366899977
16	19	1.99790604023	17.9171340248	4.98489931604	1.9523790729299986
16	20	2.99965911353	19.0415473079	4.96871985426	1.8586239925739978
16	21	3.99759102089	20.0281024814	4.96591068361	1.8656365476369992
16	22	4.99789215677	20.9117988656	4.9736156082	1.95167088114
17	0	-18.0022538357	-1.30249365128	5.26518466176	1.8884318216000011
17	1	-17.0023781517	-0.283311768823	5.2468080108	1.783469304099997
17	2	-16.0021092981	0.860857256106	5.22023747927	1.5984223556000021
17	3	-15.0020093095	1.80009644267	5.20190644082	1.5829668719999983
17	4	-14.0021308108	2.93827978675	5.17608259791	1.4262324443000018
17	5	-13.0022744653	3.80407491071	5.16190642282	1.4850666193500004
17	6	-12.0020767053	4.86821051626	5.13500279964	1.4008124027899953
17	7	-11.0024004945	5.9497755462	5.10513569923	1.309370011769996
17	8	-10.0022503914	6.99926355991	5.0764063541	1.2477463134799969
17	9	-9.00253724362	7.85262083747	5.06206285146	1.3372026134499997
17	10	-8.0020539734	8.8657951448	5.03733958073	1.31075092627
17	11	-7.0024829079	9.9200074902	5.01073293753	1.25596437003
