0.5	0.6258576976	0.1	0.54984272	0.1245743633
0.5	0.6258576976	0.1432266325	0.5554653161	0.3553916492
0.5	0.6258576976	0.1639180538	0.5520917922	0.3727525072
0.5	0.6258576976	0.1837900128	0.5610877436	0.356699096
0.5	0.6258576976	0.2036619718	0.56446138	0.3564436085
0.5	0.6258576976	0.2237387964	0.5605256021	0.3654853159
0.5	0.6258576976	0.2444302177	0.5695216659	0.340951427
0.5	0.6258576976	0.2661459667	0.565023634	0.3469634801
0.5	0.6258576976	0.2854033291	0.5762686576	0.3358814672
0.5	0.6258576976	0.3071190781	0.5594011503	0.3477315808
0.5	0.6258576976	0.3271959027	0.5672725937	0.3440435289
0.5	0.6258576976	0.3472727273	0.5712084279	0.3391433724
0.5	0.6258576976	0.371446863	0.5785177298	0.3461644409
0.5	0.6258576976	0.3874263764	0.5700839199	0.3375917752
0.5	0.6258576976	0.4085275288	0.5706461739	0.3486539666
0.5	0.6258576976	0.4277848912	0.580766802	0.3415613874
0.5	0.6258576976	0.4497055058	0.5802044918	0.3518656579
0.5	0.6258576976	0.4708066581	0.5768309116	0.3607830813
0.5	0.6258576976	0.4900640205	0.5712084279	0.3490518561
0.5	0.6258576976	0.5111651729	0.5779554196	0.3442206757
0.5	0.6258576976	0.531446863	0.5745819519	0.3385705611
0.5	0.6258576976	0.5525480154	0.5700838075	0.3459121484
0.5	0.6258576976	0.5730345711	0.5773931656	0.3263082297
0.5	0.6258576976	0.5933162612	0.5599633481	0.3517929979
0.5	0.6258576976	0.6127784891	0.577955532	0.3239224737
0.5	0.6258576976	0.6332650448	0.565023634	0.3401091668
0.5	0.6258576976	0.6570294494	0.56446138	0.3332283568
0.5	0.6258576976	0.6740332907	0.5672727062	0.3392797025
0.5	0.6258576976	0.6961587708	0.5757064598	0.3353836712
0.5	0.6258576976	0.7166453265	0.5577143883	0.3776195897
0.5	0.6258576976	0.7371318822	0.5667103397	0.3867446665
0.5	0.6258576976	0.7576184379	0.5667104522	0.4124322713
0.5	0.6258576976	0.7764660691	0.5695216659	0.4402213414
0.5	0.6258576976	0.7969526248	0.5712084279	0.4356728215
0.5	0.6258576976	0.8176440461	0.5740196979	0.4409647303
0.5	0.6258576976	0.8381306018	0.580766802	0.4212406029
0.5	0.6258576976	0.858822023	0.5948231518	0.4026465147
0.5	0.6258576976	0.8784891165	0.5717707381	0.4273306381
0.5	0.6258576976	0.9	0.5717707381	0.1557880839
0.66	0.3016309502	0.1	0.6594513244	0.3381994372
0.66	0.3016309502	0.1422023047	0.654391151	0.3356663563
0.66	0.3016309502	0.1639180538	0.6543910385	0.3521141198
