0.82	0.4663392643	0.4699871959	0.7958847295	0.2653581447
0.58	0.1961104736	0.8991805378	0.2108744069	0.451817133
0.82	0.6774582839	0.2444302177	0.7831157164	0.2442073153
0.82	0.5720477476	0.2036619718	0.784713811	0.2581911369
0.58	0.3562420804	0.8176440461	0.5233367736	0.5284581854
0.18	0.5716849658	0.3271959027	0.3446750576	0.5187050464
0.66	0.1741055025	0.3874263764	0.5561354667	0.394449961
0.18	0.409370773	0.3271959027	0.3190575288	0.5485942371
0.82	0.1239997207	0.6570294494	0.5377236163	0.4003504935
0.18	0.409370773	0.8784891165	0.2420287319	0.7163398984
0.5	0.411299548	0.2661459667	0.5567407331	0.3819022468
0.66	0.196363944	0.2444302177	0.6147439794	0.3673805787
0.5	0.5462330961	0.1	0.551478598	0.1312800803
0.9	0.2750222191	0.1837900128	0.8368488124	0.2684399528
0.18	0.3314277383	0.3071190781	0.289023045	0.5677550239
0.34	0.4899074644	0.6332650448	0.4426417434	0.4417365394
0.9	0.2233738417	0.6740332907	0.7241045174	0.3378898887
0.18	0.4657537068	0.4085275288	0.3288042017	0.5625259539
0.66	0.2756382092	0.6332650448	0.598399537	0.3716904089
0.74	0.5726781484	0.2444302177	0.7349222842	0.2664692915
0.18	0.8394436988	0.3271959027	0.344785653	0.5142596278
0.5	0.4924577579	0.4699871959	0.5735578624	0.3754525877
0.26	0.3872427087	0.5720102433	0.3622489246	0.5063911236
0.26	0.7552837723	0.7764660691	0.3974352854	0.5783711167
0.42	0.5694966942	0.4277848912	0.52230515	0.3836406734
0.74	0.6018020897	0.6740332907	0.7369972263	0.2806702697
0.42	0.2757360445	0.8176440461	0.2748748229	0.7418944331
0.18	0.3532952841	0.8373111396	0.1713582405	0.8274618335
0.26	0.462773373	0.2444302177	0.3901298069	0.4997954519
0.58	0.7478241681	0.6332650448	0.6224316782	0.312654479
0.9	0.6025235921	0.4699871959	0.8530738883	0.2410024784
0.66	0.6278230232	0.6961587708	0.6874458382	0.2871817325
0.82	0.4386026633	0.4277848912	0.7959307219	0.2641597408
0.66	0.5439377402	0.4900640205	0.6789218428	0.3108550556
0.26	0.782165588	0.1422023047	0.3896508227	0.4882028144
0.9	0.3837512419	0.8991805378	0.7942169155	0.1170516845
0.5	0.3034783181	0.4900640205	0.5150384107	0.4018773627
0.66	0.407698403	0.6740332907	0.6568209878	0.3337803441
0.82	0.518552736	0.2237387964	0.7796597661	0.2716389458
0.42	0.7554438537	0.4277848912	0.5246305763	0.3819987953
0.5	0.6804744401	0.8784891165	0.5850504465	0.4133824578
0.26	0.6225408617	0.6127784891	0.4083934471	0.4416546288
0.5	0.6804744401	0.5730345711	0.5822390641	0.3187437725
0.26	0.4379946383	0.5525480154	0.3738649234	0.5192266249
0.66	0.6527741618	0.7576184379	0.6974007139	0.3266740152
0.82	0.6774582839	0.531446863	0.8039190579	0.2283717453
0.18	0.409370773	0.6570294494	0.2926316474	0.5401281936
0.42	0.5465073441	0.1	0.4930712597	0.1679295789
0.66	0.7228872044	0.7371318822	0.7007128959	0.2855633599
0.9	0.3561918789	0.3271959027	0.8404908688	0.2582989409
0.1	0.4899438054	0.3689884763	0.2738894728	0.6099124957
0.9	0.4384269843	0.5103457106	0.839387614	0.2682044417
0.66	0.1741055025	0.4900640205	0.5252115533	0.4135723598
0.66	0.6527741618	0.7969526248	0.6957139519	0.3546028712
0.26	0.5709944856	0.6127784891	0.4063841762	0.449788409
0.18	0.5455058557	0.8991805378	0.3164349513	0.3725432563
0.82	0.274027805	0.1639180538	0.7702412808	0.2963337869
0.42	0.2514068962	0.8176440461	0.2309041431	0.7770746362
0.9	0.4928422867	0.3071190781	0.8395014142	0.2364161412
0.34	0.599309334	0.6127784891	0.4596921519	0.4021514736
0.9	0.5482307803	0.2036619718	0.8581338931	0.2167491392
0.34	0.5178541335	0.5933162612	0.4402879232	0.4437799339
0.58	0.5168888289	0.5933162612	0.6162600411	0.3335254352
0.58	0.2239557965	0.73631242	0.4201243706	0.5509224521
0.26	0.462773373	0.5933162612	0.3749490053	0.4998981457
0.82	0.3276553946	0.6961587708	0.7380268821	0.331543494
0.5	0.6258576976	0.7371318822	0.5667103397	0.3867446665
0.74	0.3266743956	0.6961587708	0.6860315446	0.3404249583
0.1	0.4359814693	0.5111651729	0.2497749614	0.6428140784
0.18	0.3835199377	0.5525480154	0.291624032	0.5843939445
0.74	0.3015379622	0.3706274008	0.7172350668	0.3011377779
0.34	0.7559252719	0.6332650448	0.4518164353	0.4013534858
0.9	0.1990776283	0.4699871959	0.7471197098	0.3411488925
0.5	0.4346959599	0.3874263764	0.5584027559	0.3712211145
0.42	0.4110908817	0.7764660691	0.4480705305	0.5670577656
0.58	0.3283019092	0.8784891165	0.4915765637	0.5231984702
0.82	0.1981183762	0.1639180538	0.7531759163	0.3089902586
0.58	0.705402367	0.2444302177	0.6164505889	0.3192566384
0.82	0.1489947725	0.3874263764	0.6543689419	0.3825471231
0.9	0.4928422867	0.8991805378	0.8434373046	0.3306506285
0.34	0.7841410797	0.8991805378	0.4648425109	0.2402645258
0.74	0.2754192458	0.6961587708	0.6510554667	0.364459462
0.34	0.4652609671	0.1837900128	0.4465975375	0.4566167555
0.74	0.6547891125	0.858822023	0.77689387	0.3103965034
0.58	0.6259896992	0.4085275288	0.6302985112	0.3135718932
0.58	0.2462070327	0.8991805378	0.3426501561	0.3564447006
0.42	0.789724741	0.1837900128	0.4963229432	0.4077600787
0.18	0.7592067702	0.5103457106	0.3495141528	0.5200856258
0.66	0.3837610674	0.8784891165	0.6135677441	0.4460569323
0.5	0.3588388811	0.1	0.543747718	0.1556642319
0.42	0.7554438537	0.7166453265	0.5066385048	0.4059152581
0.34	0.3811949745	0.8373111396	0.352490613	0.6648119034
0.18	0.7592067702	0.1422023047	0.336020057	0.5387849426
0.18	0.4657537068	0.5525480154	0.3293663433	0.5570355037
0.74	0.6018020897	0.2854033291	0.7426197662	0.2590187429
0.9	0.1	0.3698079385	0.6601407603	0.3701383471
0.9	0.2750222191	0.6127784891	0.78793294	0.3072473412
0.74	0.5460257661	0.3280153649	0.7377996752	0.2762842098
0.18	0.6508550812	0.5720102433	0.3506248293	0.5010983182
0.5	0.6258576976	0.6961587708	0.5757064598	0.3353836712
0.9	0.2499775946	0.4497055058	0.8049117736	0.2916684731
0.34	0.41080859	0.2444302177	0.443934534	0.4593015787
0.5	0.5713410227	0.7576184379	0.5723150562	0.4128711894
0.42	0.2514068962	0.4085275288	0.4254439681	0.4759588376
0.66	0.2756382092	0.3071190781	0.6332592283	0.3391099888
0.5	0.6804744401	0.6570294494	0.5693072785	0.3294243832
0.66	0.6278230232	0.3271959027	0.6840722581	0.280133059
0.58	0.5992406868	0.2854033291	0.6359517502	0.3055046195
0.66	0.3559591861	0.1837900128	0.6578080809	0.3402505989
0.58	0.7478241681	0.6570294494	0.6224315658	0.3051148884
0.66	0.3275937694	0.2036619718	0.6623182013	0.3378200407
0.66	0.2451512554	0.4699871959	0.6117306916	0.3668778437
0.5	0.248724863	0.6740332907	0.4278131939	0.4664099695
0.26	0.6517807696	0.1422023047	0.3984021936	0.4827418847
0.1	0.7039039991	0.2661459667	0.2896886413	0.5864377547
0.26	0.5992797266	0.6570294494	0.3976053673	0.4435125144
0.58	0.3010856771	0.7576184379	0.501812735	0.5130879405
0.26	0.5709944856	0.858822023	0.4075086842	0.5483668437
0.1	0.6783643056	0.7166453265	0.284892165	0.599985144
0.1	0.9	0.7371318822	0.3030942383	0.6114497647
0.34	0.8118912922	0.4277848912	0.4740472835	0.4083263371
0.5	0.5988792151	0.7576184379	0.5714715065	0.4162035622
0.5	0.5988792151	0.7764660691	0.5686604053	0.4451828778
0.58	0.3010856771	0.3271959027	0.6002071836	0.3514475067
0.34	0.7073032822	0.5525480154	0.4567979495	0.4221446017
0.74	0.5726781484	0.6740332907	0.73379772	0.2854560938
0.66	0.3016309502	0.8784891165	0.514952161	0.5231866523
0.5	0.3034783181	0.7969526248	0.4053988261	0.6075870926
0.58	0.3010856771	0.3706274008	0.5979581114	0.3586428612
0.1	0.5434048078	0.7969526248	0.2747946455	0.7202246577
0.1	0.4640101481	0.6127784891	0.2651057723	0.5865327465
0.74	0.5460257661	0.2036619718	0.7383619292	0.2730613363
0.26	0.7311892111	0.2661459667	0.4053936533	0.46559974
0.66	0.6813356813	0.4708066581	0.692596872	0.2919295762
0.5	0.248724863	0.4699871959	0.4812273232	0.4422723727
0.74	0.3015379622	0.7764660691	0.6120934016	0.4652667594
0.9	0.5745655255	0.1837900128	0.8482705524	0.2309186573
0.34	0.7073032822	0.5933162612	0.4517374949	0.4151797377
0.42	0.7037580768	0.6961587708	0.5134110228	0.377664449
0.42	0.5991939177	0.3071190781	0.5062064126	0.3810444276
0.66	0.441259753	0.5933162612	0.6624741144	0.3283233916
0.9	0.2499775946	0.6127784891	0.7739878602	0.3137044415
0.18	0.4657537068	0.1837900128	0.3389247736	0.5550609303
0.26	0.7060865615	0.1837900128	0.3979830895	0.482771511
0.74	0.2238947739	0.5525480154	0.633827161	0.370285297
0.42	0.7037580768	0.8381306018	0.5269051748	0.462438385
0.82	0.4941757967	0.1422023047	0.7773674565	0.2771412139
0.74	0.5726781484	0.7969526248	0.7461673078	0.33919595
0.58	0.7478241681	0.6740332907	0.6213071702	0.3104552426
0.1	0.6232328092	0.6570294494	0.2840057153	0.5461254295
0.26	0.4379946383	0.4085275288	0.3901702892	0.5065716446
0.34	0.6246055161	0.8784891165	0.4636936573	0.4932783246
0.34	0.8118912922	0.4900640205	0.4605532439	0.421574211
