22	-9.995159	194390000000000.0	22.115759	7.341466
26	-16.945944	192495000000000.0	25.838963	6.001999
27	-27.11023	194589000000000.0	23.90343	6.902429
23	-20.039215	192592000000000.0	22.536425	7.6292443
21	-12.935292	192690000000000.0	21.070227	8.422841
30	-11.826195	195790000000000.0	30.519218	5.2042174
21	-18.13105	193892000000000.0	20.47687	8.741966
26	-20.15877	192292000000000.0	25.690086	6.189195
27	-12.995141	195886000000000.0	26.947258	6.536549
28	-16.009848	192398000000000.0	27.674267	5.48353
24	-19.222633	194494000000000.0	23.265884	7.185931
28	-10.786679	195296000000000.0	28.17016	5.656305
23	-23.332678	192086000000000.0	22.344872	4.352329
26	-10.884438	194689000000000.0	25.963009	5.656187
28	-10.786679	194494000000000.0	27.93016	5.1074286
26	-25.207634	193195000000000.0	24.694397	6.5000343
27	-22.243069	194805000000000.0	25.770966	6.0453763
28	-17.103617	195488000000000.0	27.46841	6.463605
20	-6.8898377	193690000000000.0	20.084528	9.113974
20	-10.898906	192495000000000.0	19.93953	9.157703
27	-18.194878	192297000000000.0	26.62418	5.589344
25	-15.9965925	193793000000000.0	25.025518	6.371287
26	-20.15877	192086000000000.0	25.580088	3.2630577
21	-8.914513	193399000000000.0	21.208313	8.107692
22	-6.8065376	193399000000000.0	22.220604	7.2995234
29	-7.89917	194589000000000.0	29.170403	4.572024
28	-9.829245	195886000000000.0	28.275768	5.9676003
27	-20.169567	192398000000000.0	26.561737	5.9741693
29	-28.068611	195589000000000.0	21.35057	10.555464
29	-13.96399	193793000000000.0	29.178936	4.919291
23	-15.997934	194390000000000.0	22.77524	7.22835
26	-6.8326507	194295000000000.0	25.94617	5.632221
25	-22.172562	194888000000000.0	23.432495	7.056255
24	-16.04365	194888000000000.0	23.522293	6.8275948
20	-16.045673	195388000000000.0	18.987307	11.108012
27	-8.841269	195991000000000.0	27.205914	5.788066
21	-7.8642898	192086000000000.0	20.890491	5.2407146
23	-10.881818	192398000000000.0	22.768135	7.223355
24	-13.980466	193097000000000.0	23.870045	6.5278797
23	-15.997934	194805000000000.0	22.56524	7.010484
23	-21.331404	192690000000000.0	22.539831	7.7154503
25	-20.05966	193592000000000.0	24.57311	6.638541
20	-5.9644217	192791000000000.0	19.83954	9.164643
28	-17.103617	195296000000000.0	27.808409	6.027621
29	-14.894365	195790000000000.0	29.278166	5.556541
20	-8.948369	192495000000000.0	19.976694	9.0541935
23	-23.332678	193195000000000.0	21.944874	7.6249657
28	-12.915449	195096000000000.0	27.894434	5.5884485
26	-6.8326507	194093000000000.0	26.05617	5.584399
22	-17.038586	193489000000000.0	21.651651	7.851615
25	-22.172562	195296000000000.0	22.642498	8.512188
28	-26.18753	194888000000000.0	24.981436	6.7167315
29	-18.22091	195388000000000.0	28.176424	6.410721
22	-3.9028907	194996000000000.0	21.99241	7.3841186
23	-19.206413	192495000000000.0	22.551495	7.61799
20	-4.906863	193097000000000.0	19.788641	9.11201
26	-12.953503	195790000000000.0	26.188808	6.651186
29	-13.96399	194589000000000.0	29.038937	4.8482623
23	-5.876143	193990000000000.0	23.109816	6.930328
23	-3.8274937	195689000000000.0	23.259737	8.015417
26	-26.270384	193793000000000.0	23.872774	7.0584145
25	-19.2237	195388000000000.0	23.601093	8.294647
27	-19.108475	193592000000000.0	26.804897	5.714901
29	-18.22091	192690000000000.0	28.906422	5.0970564
24	-8.878193	195886000000000.0	24.061573	7.4203186
