1529.651	7.36389787177
1530.438	7.45765755855
1531.226	7.53228074618
1532.013	7.58460909641
1532.8	7.61474418481
1533.587	7.6249764321
1534.342	7.61759944197
1535.096	7.57029674255
1535.883	7.54392185891
1536.638	7.51513009003
1537.425	7.48558400909
1538.278	7.43294545748
1538.966	7.43903065587
1539.852	7.39698359522
1540.639	7.40965795254
1541.426	7.37249462949
1542.214	7.3634101447
1543.001	7.35186439284
1543.788	7.30893003537
1544.608	7.28511310274
1545.395	7.24946307494
1546.182	7.19878242629
1547.002	7.13338549354
1547.822	7.0570727184
1548.61	6.94935842015
1549.397	6.87197725213
1550.02	6.81128481479
1550.971	6.7793801069
1551.758	6.78731237748
1552.578	6.84582033136
1553.398	6.95017222876
1554.153	7.08855138058
1555.038	7.29148683391
1555.858	7.50400920607
1556.613	7.66032779585
1557.433	7.79948282722
1558.187	7.82357273153
1559.04	7.74600569853
1559.794	7.60203478007
1560.713	7.37917306828
