1529.651	-7.19541645205
1530.438	-7.19659892357
1531.226	-7.20305943082
1532.013	-7.20833555309
1532.8	-7.20974262693
1533.587	-7.21383497717
1534.342	-7.2163229686
1535.096	-7.22284265108
1535.883	-7.22433444008
1536.638	-7.22665934002
1537.425	-7.23618281482
1538.278	-7.23270897879
1538.966	-7.23571264126
1539.852	-7.24106961281
1540.639	-7.24946342136
1541.426	-7.25082538406
1542.214	-7.2549027971
1543.001	-7.26218237072
1543.788	-7.27173752101
1544.608	-7.27037131141
1545.395	-7.27168698351
1546.182	-7.27794792708
1547.002	-7.28617727201
1547.822	-7.28938073594
1548.61	-7.29463138587
1549.397	-7.29845230146
1550.02	-7.30604657924
1550.971	-7.3108232048
1551.758	-7.31446831567
1552.578	-7.33038577836
1553.398	-7.33772547034
1554.153	-7.34748133713
1555.038	-7.36409763933
1555.858	-7.38393249551
1556.613	-7.39667741968
1557.433	-7.41079657865
1558.187	-7.42573566112
1559.04	-7.44164559114
1559.794	-7.4435630716
1560.713	-7.44933206098
